ID,FILENAME,DISKID,FLAGS,SONGTYPE,STATUS,WEIGHT,BALANCE,DATE_ADDED,DATE_PLAYED,DATE_ARTIST_PLAYED,DATE_ALBUM_PLAYED,DATE_TITLE_PLAYED,DURATION,TITLE,ALBUM,LABEL,PLINE,TRACKNO,COMPOSER,ISRC,CATALOG,UPC,FEEAGENCY,ALBUMYEAR,GENRE,WEBSITE,BUYCD,INFO,LYRICS,PICTURE,COUNT_PLAYED,COUNT_REQUESTED,LAST_REQUESTED,COUNT_PERFORMANCES,XFADE,ARTIST,BPM,RATING,MOOD,OVERLAY,PLAYLIMIT_COUNT,PLAYLIMIT_ACTION,SONGRIGHTS,ADZ_LISTID
36546,Chasing Stars - Ghost (Master A).wav,0,NNNNNNNNNN,S,0,70,0.688571453094482,5/3/2025 10:36:01 AM,5/3/2025 10:56:08 AM,5/3/2025 10:56:08 AM,3/30/2025 2:29:18 AM,5/3/2025 10:56:08 AM,188601,Ghost (Master A),,,,0,,,,,,0,,,,,,,1,0,5/3/2025 10:36:01 AM,0,,Chasing Stars,0,0,,no,0,none,broadcast,0
36548,Storm Kingdom - Hymn of the Ancients (Final Master).mp3,0,NNNNNNNNNN,S,0,70,0.878571450710297,5/3/2025 10:36:20 AM,5/3/2025 10:59:09 AM,5/3/2025 10:59:09 AM,4/2/2025 7:13:17 AM,5/3/2025 10:59:09 AM,317910,Hymn of the Ancients (Final Master),,,,0,,,,,,0,,,,,,,1,0,5/3/2025 10:36:20 AM,0,,Storm Kingdom,0,0,,no,0,none,broadcast,0
36540,BABY AND THE NOBODIES\Baby and the Nobodies mp3s\BABY AND THE NOBODIES - 01 - Bombs Away.mp3,0,NNNNNNNNNN,S,0,70,2.26428580284119,5/3/2025 10:34:09 AM,5/3/2025 11:05:05 AM,5/3/2025 11:05:05 AM,5/3/2025 11:05:05 AM,5/3/2025 11:05:05 AM,247063,Bombs Away,Ready or Not,,,1,,,,,,2025,,,,,,,1,0,5/3/2025 10:34:09 AM,0,,BABY AND THE NOBODIES,0,0,,no,0,none,broadcast,0
36541,Bad Actress - Good Times.wav,0,NNNNNNNNNN,S,0,70,0.948571443557739,5/3/2025 10:35:19 AM,5/3/2025 11:09:12 AM,5/3/2025 11:09:12 AM,3/30/2025 10:28:07 AM,5/3/2025 11:09:12 AM,261000,Good Times,,,,0,,,,,,0,,,,,,,1,0,5/3/2025 10:35:19 AM,0,&i=0&bmp=,Bad Actress,0,0,,no,0,none,broadcast,0
36542,Crawling Solo - Sound Of The Piper.mp3,0,NNNNNNNNNN,S,0,70,0.218571424484253,5/3/2025 10:35:27 AM,5/3/2025 11:13:29 AM,5/3/2025 11:13:29 AM,4/1/2025 12:32:06 PM,5/3/2025 11:13:29 AM,280059,Sound Of The Piper,,,,3,,,,,,0,,,,engiTunSMPB 00000000 00000210 00000810 0000000000BC6A60 00000000 00AACE88 00000000 00000000 00000000 00000000 00000000 00000000,,,1,0,5/3/2025 10:35:27 AM,0,,Crawling Solo,0,0,,NO,0,none,broadcast,0
36227,The Kings of Strings - In the Mind (1).WAV,0,NNNNNNNNNN,S,0,70,0.144285708665848,1/4/2025 5:13:20 PM,5/3/2025 11:20:09 AM,5/3/2025 11:20:09 AM,12/4/2024 12:29:40 AM,5/3/2025 11:20:09 AM,200067,In the Mind,,,,0,,,,,,0,,,,,,,7,0,1/4/2025 5:13:20 PM,0,,The Kings of Strings,0,0,,no,0,none,broadcast,0
36486,Snapchat Bandits - September Rain.mp3,0,NNNNNNNNNN,S,0,70,0.598571479320526,4/12/2025 7:19:19 AM,5/3/2025 11:23:27 AM,5/3/2025 11:23:27 AM,3/11/2025 7:16:27 AM,5/3/2025 11:23:27 AM,279009,September Rain Master,,,,1,,,,,,2024,,,,,,,1,0,4/12/2025 7:19:19 AM,0,,Snapchat Bandits,0,0,,no,0,none,broadcast,0
36543,CALIFORNIA IRISH - Live Fast Die Free.wav,0,NNNNNNNNNN,S,0,70,0.578571438789368,5/3/2025 10:35:36 AM,5/3/2025 11:28:01 AM,5/3/2025 11:28:01 AM,4/2/2025 11:04:24 PM,5/3/2025 11:28:01 AM,240824,Live Fast Die Free,,,,0,,,,,,0,,,,,,,1,0,5/3/2025 10:35:36 AM,0,,CALIFORNIA IRISH,0,0,,no,0,none,broadcast,0
36544,Recall The Remains - Cerberus.wav,0,NNNNNNNNNN,S,0,70,0.208571434020996,5/3/2025 10:35:45 AM,5/3/2025 11:33:18 AM,5/3/2025 11:33:18 AM,3/31/2025 10:14:09 PM,5/3/2025 11:33:18 AM,223000,Cerberus,,,,0,,,,,,0,,,,,,,1,0,5/3/2025 10:35:45 AM,0,,Recall The Remains,0,0,,no,0,none,broadcast,0
36545,Radio Aftermath - Apophenia.mp3,0,NNNNNNNNNN,S,0,70,0.468571424484253,5/3/2025 10:35:53 AM,5/3/2025 11:36:56 AM,5/3/2025 11:36:56 AM,4/2/2025 7:07:05 AM,5/3/2025 11:36:56 AM,264542,Apophenia,,,,1,,CBBYD2500085,,,,2025,Alt. Rock,,,00000000 00000210 00000A7A 0000000000B1F6F6 00000000 0050AB05 00000000 00000000 00000000 00000000 00000000 00000000,,az_36545__Radio Aftermath.jpg,1,0,5/3/2025 10:35:53 AM,0,,Radio Aftermath,0,0,,NO,0,none,broadcast,0
36018,C:\Users\19892\Desktop\hypernova kars.1.wav,0,NNNNNNNNNN,S,0,70,5.71142768859863,9/15/2024 7:09:26 PM,5/3/2025 11:41:20 AM,5/3/2025 11:54:16 AM,8/14/2024 8:21:26 PM,5/3/2025 11:41:20 AM,9870,hypernova kars.1,,,,0,,,,,,0,,,,,,,8,0,9/15/2024 7:09:26 PM,0,,,0,0,,no,0,none,broadcast,0
36547,The Sunmills - Rock and Roll.wav,0,NNNNNNNNNN,S,0,70,0.14857143163681,5/3/2025 10:36:12 AM,5/3/2025 11:41:26 AM,5/3/2025 11:41:26 AM,3/29/2025 3:45:48 PM,5/3/2025 11:41:26 AM,153493,Rock and Roll,,,,0,,,,,,0,,,,,,,1,0,5/3/2025 10:36:12 AM,0,,The Sunmills,0,0,,no,0,none,broadcast,0
36550,KuF - I'm Not Dead 320.mp3,0,NNNNNNNNNN,S,0,70,0.948571443557739,5/3/2025 10:36:37 AM,5/3/2025 11:43:57 AM,5/3/2025 11:43:57 AM,5/3/2025 11:43:57 AM,5/3/2025 11:43:57 AM,236568,I'm Not Dead,Dance Of Deceit,KuF Records,,3,KuF,QZMEM2539672,,,,2025,Hard Rock,,,00000000 00000210 00000AB0 0000000000AD37C0 00000000 009045C0 00000000 00000000 00000000 00000000 00000000 00000000,,,1,0,5/3/2025 10:36:37 AM,0,&bpm=135.00,KuF,135,0,,no,0,none,broadcast,0
