ID,FILENAME,DISKID,FLAGS,SONGTYPE,STATUS,WEIGHT,BALANCE,DATE_ADDED,DATE_PLAYED,DATE_ARTIST_PLAYED,DATE_ALBUM_PLAYED,DATE_TITLE_PLAYED,DURATION,TITLE,ALBUM,LABEL,PLINE,TRACKNO,COMPOSER,ISRC,CATALOG,UPC,FEEAGENCY,ALBUMYEAR,GENRE,WEBSITE,BUYCD,INFO,LYRICS,PICTURE,COUNT_PLAYED,COUNT_REQUESTED,LAST_REQUESTED,COUNT_PERFORMANCES,XFADE,ARTIST,BPM,RATING,MOOD,OVERLAY,PLAYLIMIT_COUNT,PLAYLIMIT_ACTION,SONGRIGHTS,ADZ_LISTID
36506,AmoV - Breaking Me.wav,0,NNNNNNNNNN,S,0,70,0.958571434020996,4/19/2025 2:42:06 PM,4/19/2025 3:42:57 PM,4/19/2025 3:42:57 PM,3/19/2025 6:33:56 PM,4/19/2025 3:42:57 PM,190105,Breaking Me,,,,0,,,,,,0,,,,,,,1,0,4/19/2025 2:42:06 PM,0,,AMoV,0,0,,no,0,none,broadcast,0
36502,Our Frankenstein - JUDAS DANCE.mp3,0,NNNNNNNNNN,S,0,70,0.43857142329216,4/19/2025 2:41:14 PM,4/19/2025 3:46:02 PM,4/19/2025 3:46:02 PM,4/19/2025 3:46:02 PM,4/19/2025 3:46:02 PM,183901,JUDAS DANCE,Magnum Spire Hotel,,,6,,,,,,2025,electronic,,,,,az_36502_Magnum Spire Hotel_Our Frankenstein.png,1,0,4/19/2025 2:41:14 PM,0,,Our Frankenstein,0,0,,NO,0,none,broadcast,0
36504,REDDSTAR - F33L G00D.wav,0,NNNNNNNNNN,S,0,70,0.338571429252625,4/19/2025 2:41:34 PM,4/19/2025 3:50:01 PM,4/19/2025 3:50:01 PM,3/20/2025 2:12:46 AM,4/19/2025 3:50:01 PM,198857,F33L G00D,,,,0,,,,,,0,,,,,,,1,0,4/19/2025 2:41:34 PM,0,,REDDSTAR,0,0,,no,0,none,broadcast,0
36503,Masquerade - Twisted Sanity.wav,0,NNNNNNNNNN,S,0,70,0.778571486473084,4/19/2025 2:41:23 PM,4/19/2025 3:53:14 PM,4/19/2025 3:53:14 PM,3/15/2025 4:59:38 PM,4/19/2025 3:53:14 PM,357647,Twisted Sanity,,,,0,,,,,,0,,,,,,,1,0,4/19/2025 2:41:23 PM,0,,Masquerade,0,0,,no,0,none,broadcast,0
36505,ONE OF THE LAST - Sands of Time.wav,0,NNNNNNNNNN,S,0,70,0.18857142329216,4/19/2025 2:41:46 PM,4/19/2025 3:59:09 PM,4/19/2025 3:59:09 PM,3/18/2025 11:24:29 PM,4/19/2025 3:59:09 PM,214673,Sands of Time,,,,0,,,,,,0,,,,,,,1,0,4/19/2025 2:41:46 PM,0,,ONE OF THE LAST,0,0,,no,0,none,broadcast,0
36501,THE_DEFAMED_PUNX_MISSING_LINK.wav,0,NNNNNNNNNN,S,0,70,1.47857213020325,4/18/2025 6:33:18 PM,4/19/2025 4:04:39 PM,4/19/2025 4:04:39 PM,3/16/2025 11:32:50 PM,4/19/2025 4:04:39 PM,172571,PUNX MISSING LINK,,,,0,,,,,,0,,,,,,,1,0,4/18/2025 6:33:18 PM,0,,THE DEFAMED,0,0,,no,0,none,broadcast,0
34705,C:\Users\19892\Desktop\hypernova #2.1.wav,0,NNNNNNNNNN,S,0,70,2.35000061988831,12/4/2023 5:49:45 AM,4/19/2025 4:41:09 PM,4/19/2025 4:41:09 PM,11/1/2023 11:41:07 AM,4/19/2025 4:41:09 PM,8748,hypernova #2.1,,,,0,,,,,,0,,,,,,,119,0,12/4/2023 5:49:45 AM,0,,,0,0,,no,0,none,broadcast,0
36507,Bury the Shadows - Ride Of A Lifetime.wav,0,NNNNNNNNNN,S,0,70,0.468571424484253,4/19/2025 2:42:17 PM,4/19/2025 4:07:37 PM,4/19/2025 4:07:37 PM,3/15/2025 11:49:29 PM,4/19/2025 4:07:37 PM,220261,Ride Of A Lifetime,,,,0,,,,,,0,,,,,,,1,0,4/19/2025 2:42:17 PM,0,,Bury the Shadows,0,0,,no,0,none,broadcast,0
36508,Crooked Shapes - Misery (Clean Radio Edit).wav,0,NNNNNNNNNN,S,0,70,0.688571453094482,4/19/2025 2:42:39 PM,4/19/2025 4:11:13 PM,4/19/2025 4:11:13 PM,3/20/2025 1:39:17 PM,4/19/2025 4:11:13 PM,229750,Misery (Clean Radio Edit),,,,0,,,,,,0,,,,,,,1,0,4/19/2025 2:42:39 PM,0,,Crooked Shapes,0,0,,no,0,none,broadcast,0
36509,Tension Splash - Scared (single edit).mp3,0,NNNNNNNNNN,S,0,70,0.608571469783783,4/19/2025 2:49:28 PM,4/19/2025 4:16:04 PM,4/19/2025 4:16:04 PM,3/16/2025 6:58:35 PM,4/19/2025 4:16:04 PM,276323,Scared (single edit),,,,0,,QZK6P2580594,,,,2025,,,,Visit https://tensionsplash.bandcamp.com,,az_36509__Tension Splash.jpg,1,0,4/19/2025 2:49:28 PM,0,,Tension Splash,0,0,,no,0,none,broadcast,0
36511,Rob Spillane - Odd Phenomenon.wav,0,NNNNNNNNNN,S,0,70,0.298571437597275,4/19/2025 2:58:40 PM,4/19/2025 4:20:36 PM,4/19/2025 4:20:36 PM,3/18/2025 6:27:28 PM,4/19/2025 4:20:36 PM,161953,Odd Phenomenon,,,,0,,,,,,0,,,,,,,1,0,4/19/2025 2:58:40 PM,0,&i=0&bmp=,Rob Spillane,0,0,,no,0,none,broadcast,0
36510,Rylos - Marathon.mp3,0,NNNNNNNNNN,S,0,70,0.258571445941925,4/19/2025 2:49:32 PM,4/19/2025 4:24:11 PM,4/19/2025 4:24:11 PM,4/19/2025 4:24:11 PM,4/19/2025 4:24:11 PM,258456,Marathon,Signs Of Life,,,4,,,,,,2025,,,,,,az_36510_Signs Of Life_Rylos.jpg,1,0,4/19/2025 2:49:32 PM,0,,Rylos,0,0,,NO,0,none,broadcast,0
36512,Girl for Samson - Present Always.mp3,0,NNNNNNNNNN,S,0,70,0.698571443557739,4/19/2025 3:09:49 PM,4/19/2025 4:28:16 PM,4/19/2025 4:28:16 PM,4/19/2025 4:28:16 PM,4/19/2025 4:28:16 PM,244714,Present Always (320kbp),Old Into Young,,,0,"Don Thompson, Patrick Meagher, Steve Brown, Thomas Montgomery",,,,,2022,(20),,,,,,1,0,4/19/2025 3:09:49 PM,0,,Girl For Samson,0,0,,NO,0,none,broadcast,0
