WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
17,1,1,POP EVIL,PARANOID (CRASH & BURN),Pop Evil/MNRK HEAVY/G&G,1023,1008,15,0,34 of 39
14,2,2,DISTURBED,BAD MAN,Warner,916,981,-65,0,35 of 39
4,5,3,LINKIN PARK,LOST,Warner,873,726,147,0,29 of 39
15,3,4,FIVE FINGER DEATH PUNCH,WELCOME TO THE CIRCUS,Better Noise,860,970,-110,0,34 of 39
12,4,5,METALLICA,LUX ÆTERNA,Q Prime/Blackened,774,796,-22,0,29 of 39
7,6,6,SHINEDOWN,DEAD DON'T DIE,Atlantic,746,701,45,1,28 of 39
25,7,7,BAD OMENS,JUST PRETEND,Sumerian,716,677,39,0,25 of 39
21,8,8,THREE DAYS GRACE,I AM THE WEAPON,RCA,650,638,12,0,27 of 39
7,11,9,DAUGHTRY,SEPARATE WAYS (WORLDS APART) FT. LZZY HALE,Dogtree/Big Machine,629,536,93,0,28 of 39
14,9,10,HARDY,JACK,Big Loud Rock,605,570,35,1,25 of 39
5,15,11,PAPA ROACH,CUT THE LINE,New Noize/ADA,594,486,108,3,27 of 39
12,16,12,WHISKEY MYERS,THE WOLF,Wiggy Thump/Thirty Tigers,506,486,20,0,22 of 39
8,17,13,ALTER BRIDGE,HOLIDAY,Napalm/CO5,500,449,51,2,28 of 39
17,12,14,THEORY OF A DEADMAN,DINOSAUR,Roadrunner/3EE,498,535,-37,0,23 of 39
7,22,15,DARK REMEDY,BLOOD MONEY,PACgroove,482,394,88,0,18 of 39
25,18,16,DOROTHY,BLACK SHEEP,Rock Nation/CO5,459,448,11,0,26 of 39
11,19,17,MOTIONLESS IN WHITE,WEREWOLF,Roadrunner/EMG,448,438,10,0,23 of 39
26,10,18,STARSET & BREAKING BENJAMIN,WAITING ON THE SKY TO CHANGE,Judge & Jury/The Orchard,446,551,-105,0,21 of 39
7,25,19,I PREVAIL,DEEP END,Concord,430,381,49,2,25 of 39
8,24,20,PISTOLS AT DAWN,UNDER THE SURFACE,CO5/Megaforce,412,382,30,0,23 of 39
15,23,21,CROBOT,GOLDEN,Mascot,392,393,-1,1,25 of 39
17,14,22,BLINK-182,EDGING,Columbia,372,489,-117,0,19 of 39
6,29,23,SALIVA,HIGH ON ME,Megaforce/FM,368,346,22,0,21 of 39
20,26,24,BLACK VEIL BRIDES,SAVIOUR II,Sumerian,367,366,1,0,20 of 39
26,21,25,ROYAL BLISS,BLACK RHINO,Kartel/Air Castle,366,406,-40,0,20 of 39
8,30,26,AVATAR,THE DIRT I'M BURIED IN,G&G,362,336,26,1,21 of 39
6,31,27,UNCURED,LET'S BREAK OUT,Pavement,354,316,38,0,16 of 39
4,32,28,THE ALMAS,CAGE,MK Music,345,297,48,0,17 of 39
4,33,29,FALLING IN REVERSE,WATCH THE WORLD BURN,Epitaph,342,291,51,0,21 of 39
4,34,30,PSYCHO HILL,MEMORIES,Little Bo Ba/Land Shark,312,288,24,0,18 of 39
1,71,31,GODSMACK,SOUL ON FIRE,BMG,305,97,208,12,22 of 39
7,35,32,PARKWAY DRIVE,IMPERIAL HERETIC,Epitaph,296,283,13,0,19 of 39
23,28,33,NICKELBACK,SAN QUENTIN,BMG,283,356,-73,0,18 of 39
2,49,34,OZZY OSBOURNE,A THOUSAND SHADES FT. JEFF BECK,Epic,282,195,87,4,17 of 39
5,38,35,SAINT ASONIA,DEVASTATE,Spinefarm,271,252,19,0,19 of 39
3,46,36,MUSE,KILL OR BE KILLED,Warner,263,208,55,3,18 of 39
12,36,37,GIOVANNIE AND THE HIRED GUNS,OVERRATED,Warner,262,268,-6,0,19 of 39
3,39,38,NONPOINT,HEARTLESS,361 Degrees,260,249,11,2,19 of 39
5,45,39,DAYSEEKER,WITHOUT ME,Land Shark,259,214,45,3,18 of 39
3,43,40,WORLD GONE COLD,OPPOSITES ATTRACT,RockFest,256,227,29,0,18 of 39
3,44,41,ANGELES,ON MY WAY,Dark Star/New Ocean,255,221,34,0,17 of 39
19,27,42,SMASHING PUMPKINS,BEGUILED,Martha's Music/Thirty Tigers,246,356,-110,0,18 of 39
1,53,43,ALBORN,PUSH,Pavement,237,159,78,1,19 of 39
2,47,44,SEVENTH DAY SLUMBER,SURVIVING THE WASTELAND,Rockfest,235,206,29,0,18 of 39
10,48,45,RIVAL SONS,NOBODY WANTS TO DIE,Atlantic,226,206,20,0,17 of 39
1,58,46,ATREYU,DROWNING,Spinefarm/Land Shark,212,144,68,0,12 of 39
16,37,47,VERSUS ME,TERRIFIED,FM,209,265,-56,0,16 of 39
5,51,48,SKILLET,PSYCHO IN MY HEAD,Atlantic,198,173,25,0,14 of 39
29,42,49,GHOST,SPILLWAYS,Loma Vista/Concord,194,243,-49,0,18 of 39
1,67,50,THE HU,THIS IS MONGOL,Better Noise,184,122,62,4,17 of 39
-,57,51,OTHERWISE,FULL DISCLOSURE,Mascot,176,144,32,1,13 of 39
-,56,52,HIGHLY SUSPECT,ICE COLD,Elektra/300,165,147,18,0,13 of 39
-,65,53,SLEEP TOKEN,THE SUMMONING,Spinefarm,149,132,17,0,9 of 39
7,13,54,ONE DAY ALIVE,BRINGING ON THE PAIN,Silent Majority Group,148,521,-373,0,18 of 39
-,62,55,CAIRO KNIFE FIGHT,CHURN,CKF Records,147,137,10,0,12 of 39
-,77,56,DISCREPANCIES,RECOVERY,InVogue/FM,146,75,71,2,14 of 39
12,64,57,FOR THE FALLEN DREAMS,NO HEAVEN,Arising Empire,144,134,10,0,9 of 39
12,41,58,DARK BELOW,HATE BEING HUMAN,JPS Prod.,141,243,-102,0,9 of 39
-,59,59,SILENT THEORY,AGONY,OneRPM/Land Shark,138,138,0,0,8 of 39
-,61,60,THE HUNGER,TEARS TO CRY,Wake Up! Music Rocks,138,138,0,0,13 of 39
-,70,61,THROUGH FIRE,LOSE IT,Sumerian,132,101,31,2,9 of 39
-,63,62,KOE WETZEL,CREEPS,YellaBush/Columbia,132,134,-2,0,11 of 39
-,-,63,BLACKLIST UNION,THE QUEEN OF EVERYTHING,BLU Records,127,0,127,18,16 of 39
-,66,64,STORY OF THE YEAR,WAR,Sharptone/Land Shark,123,124,-1,0,10 of 39
7,60,65,FIT FOR A KING,FALLING THROUGH THE SKY,Solid State/Land Shark,123,138,-15,0,10 of 39
-,-,66,BLACK SATELLITE,BROKEN,Curtain Call,122,0,122,18,16 of 39
15,54,67,MESSER,UNBREAKABLE (UNFVKWITABLE),Curtain Call,118,154,-36,0,10 of 39
-,80,68,ABOVE SNAKES,81 (THALLIUM),Independent,107,70,37,0,5 of 39
-,-,69,RISE AMONG RIVALS,CONVICTIONS,Independent,102,0,102,15,13 of 39
27,40,70,FAME ON FIRE,WELCOME TO THE CHAOS,Hopeless,102,245,-143,0,18 of 39
12,68,71,NOTHING MORE,YOU DON'T KNOW WHAT LOVE MEANS,Better Noise,100,113,-13,0,8 of 39
-,75,72,FALL OUT BOY,LOVE FROM THE OTHER SIDE,Fueled By Ramen/Elektra,96,79,17,1,7 of 39
-,74,73,TIGERCUB,THE PERFUME OF DECAY,Loosegroove/The Orchard,96,80,16,0,9 of 39
19,52,74,ARCHITECTS,TEAR GAS,Epitaph,89,166,-77,0,14 of 39
-,82,75,WHITE REAPER,FOG MACHINE,Elektra,87,66,21,3,11 of 39
-,72,76,THE WINERY DOGS,BREAKTHROUGH,Land Shark/Three Dogs/UEG,86,91,-5,0,7 of 39
-,83,77,LIONS AT THE GATE,THE LEDGE,Land Shark/Shelter,84,64,20,0,6 of 39
-,-,78,JELLY ROLL,NEED A FAVOR (ROCK VERSION),Stoney Creek/BMG,76,0,76,9,9 of 39
9,79,79,SONS ON FIRE,RISE,Curtain Call,71,71,0,0,2 of 39
16,76,80,OF VIRTUE,COLD BLOODED,Arising Empire/FM,71,77,-6,0,5 of 39
-,78,81,SLEEPING WITH SIRENS,COMPLETE COLLAPSE,Sumerian,68,73,-5,0,7 of 39
-,87,82,CATCH YOUR BREATH,DIAL TONE,Independent,64,55,9,1,4 of 39
-,92,83,SLEEP SIGNALS,ONE LIFE,Land Shark,62,49,13,0,6 of 39
-,88,84,PIERCE THE VEIL,EMERGENCY CONTACT,Fearless/Concord,62,54,8,0,3 of 39
9,73,85,TURNSTILE,HOLIDAY,Roadrunner/3EE,62,86,-24,0,10 of 39
5,84,86,AVATAR,DANCE DEVIL DANCE,Thirty Tigers/Black Waltz/G&G,58,58,0,0,4 of 39
-,91,87,METALLICA,SCREAMING SUICIDE,Q Prime/Blackened,57,51,6,0,6 of 39
-,112,88,THE LONELY ONES,GUCCI BAGS,Independent,56,26,30,1,3 of 39
21,55,89,VOLBEAT,BECOMING,Republic,56,151,-95,0,9 of 39
8,86,90,BLACK OXYGEN,LACEYVILLE,Curtain Call,55,55,0,0,2 of 39
31,81,91,FALLING IN REVERSE,VOICES IN MY HEAD,Epitaph,55,67,-12,0,6 of 39
-,103,92,CASKETS,BY THE SOUND,Sharptone/Land Shark,53,33,20,1,5 of 39
7,90,93,THE DEVIL WEARS PRADA,BROKEN,Solid State,50,52,-2,0,5 of 39
-,89,94,JARED JAMES NICHOLS,DOWN THE DRAIN,Black Hill/CO5,50,53,-3,0,6 of 39
-,96,95,BAD MARRIAGE,TEAR IT DOWN,New Ocean,45,45,0,0,4 of 39
-,85,96,IGGY POP,FRENZY,Atlantic,41,57,-16,0,7 of 39
-,98,97,NEW YEARS DAY,HURTS LIKE HELL,Sony/The Orchard,40,40,0,0,3 of 39
-,95,98,SAMMY HAGAR & THE CIRCLE,FATHER TIME,UMe,40,48,-8,0,5 of 39
23,93,99,BUSH,MORE THAN MACHINES,BMG,39,49,-10,0,4 of 39
-,101,100,OVTLIER,LIVING DEAD,Land Shark,37,37,0,0,3 of 39
-,-,101,NO RESOLVE & SAVING ABEL,COUNTING STARS,Noise Machine/Mindful,36,0,36,3,3 of 39
-,100,102,OTTTO,MY PAIN,Land Shark,36,37,-1,0,5 of 39
-,123,103,HOUSEPET,SUGAR LEVITY,New Ocean,35,20,15,1,3 of 39
11,102,104,AWAKE AT LAST,THE OTHER SIDE,Wake Up! Music Rocks/FM Music,35,35,0,0,3 of 39
-,105,105,BUDDERSIDE,JOKER,Independent,33,32,1,0,1 of 39
-,99,106,ORIANTHI,WITCHES & THE DEVIL,Frontiers,33,39,-6,0,4 of 39
17,108,107,AYRON JONES,FILTHY,Big Machine/John Varvatos,30,30,0,0,4 of 39
-,106,108,LOLA VAIN,I'M ALIVE,Independent,30,30,0,0,2 of 39
-,97,109,PIERCE THE VEIL,PASS THE NIRVANA,Fearless/Concord,30,42,-12,0,4 of 39
-,109,110,BLAME MY YOUTH,PRIZEFIGHTER,Big Loud Rock,29,29,0,0,3 of 39
-,114,111,GWAR,THE CUTTER,Pit,25,25,0,0,1 of 39
7,116,112,SHALLOW SIDE,THE WORST KIND,Thermal,25,25,0,0,2 of 39
-,113,113,TUK SMITH & THE RESTLESS HEARTS,GIRLS ON THE EAST SIDE OF TOWN,MRG/New Ocean,25,25,0,0,3 of 39
-,117,114,ALONG CAME A SPIDER,OUT OF MY MIND,Manic Kat,24,24,0,0,2 of 39
-,110,115,LAST IN LINE,GHOST TOWN,Land Shark,24,28,-4,0,3 of 39
20,104,116,RED HOT CHILI PEPPERS,TIPPA MY TONGUE,Warner,24,33,-9,0,3 of 39
-,119,117,CRASHING WAYWARD,BREATHE,Independent,22,22,0,0,1 of 39
-,120,118,EMPTY TRAIL,IN MY MIND,Independent,22,22,0,0,1 of 39
9,20,119,UNCHAINED,PSYCHEDELIC PICNIC,PACgroove,22,432,-410,0,15 of 39
-,130,120,FROM ASHES TO NEW,NIGHTMARE,Better Noise,21,18,3,0,2 of 39
-,122,121,ONCE AROUND,DAYDREAMERS,Independent,21,21,0,0,1 of 39
-,124,122,KIND VILLAIN,THIS IS NOT A LOVE SONG,Panacea/Land Shark,20,20,0,0,2 of 39
-,125,123,TORPEDOHEAD,ALL THOSE WASTED YEARS,New Ocean,20,20,0,0,2 of 39
-,-,124,EXTREME,RISE,earMUSIC/Land Shark,19,0,19,4,4 of 39
-,127,125,PERFECTLY STILL,HOUSE OF RUST,Independent,19,19,0,0,1 of 39
-,131,126,JAMES MCMURTRY,FT. WALTON WAKE UP CALL,New West,18,18,0,0,1 of 39
-,132,127,WHO ON EARTH,BLACK SWAN,Independent,18,18,0,0,2 of 39
19,94,128,HALESTORM,WICKED WAYS,Atlantic,18,48,-30,0,3 of 39
-,-,129,EXTREME,SIX,earMUSIC/Land Shark,16,0,16,1,1 of 39
-,126,130,KAMELOT,ONE MORE FLAG IN THE GROUND,Napalm/Land Shark,16,20,-4,0,2 of 39
16,139,131,KORN,WORST IS ON ITS WAY,Loma Vista/Concord,15,15,0,0,2 of 39
-,134,132,SAUL,JACK & JILL,Spinefarm,15,15,0,0,1 of 39
13,140,133,SLIPKNOT,YEN,Roadrunner/3EE,15,15,0,0,1 of 39
11,121,134,SEVVVEN,COLD,Wake Up! Music Rocks,15,22,-7,0,2 of 39
-,111,135,THE STRUTS,FALLIN' WITH ME,Big Machine/John Varvatos,15,28,-13,0,3 of 39
-,143,136,FIGHT LIKE SIN,HALFWAY TO RECKLESS,Independent,14,13,1,0,1 of 39
-,135,137,CASKETS,GUIDING LIGHT,Sharptone,14,15,-1,0,1 of 39
-,133,138,LIGHT THE TORCH,BECOME THE MARTYR,Nuclear Blast/Land Shark,14,15,-1,0,1 of 39
-,137,139,POINT NORTH,RECOVER,Hopeless,14,15,-1,0,1 of 39
-,128,140,SAVAGE HANDS,ANGEL DUST,Sharptone/Land Shark,14,19,-5,0,2 of 39
-,129,141,THE LONELY ONES,BEDROOM DOOR,O'Donnell Media Group,14,19,-5,0,4 of 39
-,115,142,NO RESOLVE,COME BACK STRONGER,Noise Machine/Mindful Music,13,25,-12,0,3 of 39
-,144,143,QUIET RIOT,I CAN'T HOLD ON,New Ocean,12,12,0,0,1 of 39
-,-,144,STONE HORSES,FAFO (F**K AROUND FIND OUT),Broken World,11,0,11,1,1 of 39
-,179,145,BROKEN SIDE,CARTOGRAPHER,Independent,10,0,10,0,1 of 39
-,-,146,SARAH & THE SAFE WORD,RUBY OFF THE RAILS,Take This To Heart/THMG,10,0,10,1,1 of 39
-,148,147,COUNTERPARTS,BOUND TO THE BURN,Pure Noise/Land Shark,10,10,0,0,1 of 39
-,149,148,THE BLUE STONES,DON'T MISS,MNRK,10,10,0,0,1 of 39
-,146,149,THE SUBWAYS,BLACK WAX,Bodan Kuma,10,10,0,0,of 39
13,150,150,TRANSIENT,SOW,Wake Up! Music Rocks/FM,10,10,0,0,1 of 39
-,118,151,THE ANSWER,BLOOD BROTHER,Golden Robot,10,23,-13,0,2 of 39
-,153,152,AUSTIN JOHN WINKLER,DANCE SONG,Independent,8,8,0,0,1 of 39
-,154,153,BILLY IDOL,CAGE,BMG,8,8,0,0,1 of 39
-,155,154,DEFY THE TYRANT,CAUTERIZE,Independent,8,8,0,0,1 of 39
-,156,155,JESSE MALIN,KEEP ON BURNING,Wicked Cool,8,8,0,0,1 of 39
-,157,156,MIDNIGHT OIL,UNDERCOVER,Sony Australia,8,8,0,0,1 of 39
-,-,157,UNDEROATH,LET GO,MNRK,7,0,7,3,3 of 39
-,158,158,MACHINE HEAD,UNHALLOWED,Nuclear Blast/Land Shark,7,7,0,0,1 of 39
-,162,159,GEORGIA THUNDERBIRDS,LOOKING FOR AN OLD FRIEND,Independent,6,6,0,0,1 of 39
-,160,160,SIMPLE MINDS,VISION THING,BMG,6,6,0,0,1 of 39
-,161,161,WEEZER,RECORDS,Crush,6,6,0,0,1 of 39
-,159,162,STEEL PANTHER,1987,Steel Panther,6,7,-1,0,1 of 39
-,145,163,BULL Y LOS BUFALOS,DINERO PRIMERO,Paramour,6,11,-5,0,2 of 39
-,-,164,HEAVEN'S EDGE,HAD ENOUGH,Frontiers,5,0,5,1,1 of 39
-,174,165,LITTLE IMAGE,OUT OF MY MIND,Hollywood,5,1,4,0,1 of 39
-,164,166,BOY HITS CAR,INJUSTICE FATIGUE,Dark Star/New Ocean,5,5,0,0,1 of 39
-,172,167,CROWN LANDS,SPIT IT OUT,Universal,5,5,0,0,1 of 39
