WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
25,1,1,SLEEP THEORY,FALLOUT,Epitaph,1050,1067,-17,0,33 of 37
9,2,2,FALLING IN REVERSE & JELLY ROLL,ALL MY LIFE,Epitaph,953,955,-2,0,30 of 37
24,3,3,FAME ON FIRE,NIGHTMARE (THE DEVIL),Hopeless,817,786,31,0,28 of 37
13,4,4,SHALLOW SIDE,FILTERS,Thermal,753,714,39,0,28 of 37
9,6,5,THE OFFSPRING,MAKE IT ALL RIGHT,Concord,711,689,22,0,29 of 37
20,5,6,DAUGHTRY,PIECES,Big Machine,711,696,15,0,28 of 37
19,7,7,WAGE WAR,MAGNETIC,Fearless/Concord,660,630,30,0,25 of 37
5,11,8,SEETHER,JUDAS MIND,Concord,645,576,69,1,29 of 37
11,8,9,ROYALE LYNN,DEATH WISH (FT. DANNY WORSNOP),Epitaph,624,602,22,0,24 of 37
8,10,10,HALESTORM & I PREVAIL,CAN YOU SEE ME IN THE DARK?,Atlantic,617,586,31,1,25 of 37
10,12,11,FOZZY,ARMY OF ONE,Madison/The Orchard,582,559,23,0,22 of 37
15,13,12,STAIND,BETTER DAYS,Alchemy/CO5,563,553,10,0,24 of 37
9,15,13,BRING ME THE HORIZON,TOP 10 STATUES THAT CRIED BLOOD,Columbia,520,512,8,1,27 of 37
14,17,14,BLACK VEIL BRIDES,BLEEDERS,Spinefarm/Land Shark,495,463,32,1,26 of 37
22,16,15,SET IT OFF,FAKE ASS FRIENDS,Why Worry/Stem,477,479,-2,1,24 of 37
15,14,16,MOTLEY CRUE,DOGS OF WAR,Big Machine,469,547,-78,0,25 of 37
8,18,17,A DAY TO REMEMBER,FEEDBACK,Fueled By Ramen/3eE,442,420,22,1,25 of 37
5,24,18,THE FUNERAL PORTRAIT,SUFFOCATE CITY,Better Noise,420,372,48,1,17 of 37
6,22,19,STRIPPING THE PISTOL,HOPE,TLG/ZOID/Virgin,418,381,37,0,17 of 37
23,9,20,FROM ASHES TO NEW,BARELY BREATHING,Better Noise,391,598,-207,0,24 of 37
13,23,21,TIM MONTANA,SAVAGE,Music Knox/BBR/BMG,389,381,8,0,22 of 37
6,26,22,THE ALMAS,LIFELINE,Wake Up! Music Rocks,387,362,25,0,12 of 37
6,25,23,MESSER,FIND OUT,Maddpants/ONErpm/FM,386,365,21,0,22 of 37
6,28,24,MYLES KENNEDY,SAY WHAT YOU WILL,Napalm,360,343,17,0,20 of 37
7,27,25,BLACKLIST UNION,HORNS AND HALOS,BLU,356,351,5,1,20 of 37
15,20,26,PEARL JAM,WRECKAGE,Republic,348,411,-63,0,17 of 37
3,31,27,EMPIIRES,NEVER ENOUGH,TLG/ZOID/Virgin,336,279,57,0,16 of 37
4,32,28,NEW DILEMMA,RUN AND HIDE,Pavement,330,279,51,1,15 of 37
5,29,29,VENREZ,CROSSED THE LINE,Wake Up! Music Rocks,322,297,25,0,16 of 37
2,37,30,DOROTHY,MUD,Roc Nation,316,232,84,6,20 of 37
3,35,31,THROWER,ALL I KNOW,Pavement,314,249,65,0,15 of 37
20,19,32,BAD OMENS,V.A.N (FT. POPPY),Sumerian,280,415,-135,0,21 of 37
10,36,33,PLUSH,RUN,Pavement,272,237,35,1,19 of 37
2,48,34,JERRY CANTRELL,VILIFIED,Double J,263,178,85,4,17 of 37
4,40,35,HARDY,PSYCHO,Big Loud Rock/Big Loud,252,228,24,0,17 of 37
20,33,36,P.O.D.,AFRAID TO DIE,Mascot/MLG,252,270,-18,0,20 of 37
18,30,37,FIVE FINGER DEATH PUNCH,THIS IS THE WAY (FT. DMX),Better Noise,249,296,-47,0,15 of 37
13,34,38,ABOVE SNAKES,RIDE AND DIE,Independent,244,261,-17,0,15 of 37
4,38,39,DIRTY HONEY,DON'T PUT OUT THE FIRE,Dirt,234,232,2,1,14 of 37
2,46,40,AMERICAN PROGRESS,OUTLAW,Independent,228,199,29,0,13 of 37
5,41,41,ALL THAT REMAINS,LET YOU GO,Independent,224,225,-1,0,12 of 37
