WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
23,1,1,SLEEP THEORY,NUMB,Epitaph,829,819,10,0,29 of 37
4,5,2,GREEN DAY,THE AMERICAN DREAM IS KILLING ME,Warner,797,678,119,0,31 of 37
15,2,3,BEARTOOTH,MIGHT LOVE MYSELF,Redbull/The Orchard,740,759,-19,0,28 of 37
14,4,4,DAUGHTRY,ARTIFICIAL,Big Machine,738,693,45,1,28 of 37
16,6,5,FROM ASHES TO NEW,NIGHTMARE,Better Noise,676,677,-1,0,26 of 37
13,8,6,MAMMOTH WVH,I'M ALRIGHT,BMG,672,632,40,0,29 of 37
8,3,7,BLINK-182,ONE MORE TIME,Columbia,655,695,-40,0,27 of 37
9,9,8,STAIND,HERE AND NOW,Alchemy/CO5,638,628,10,0,26 of 37
17,7,9,DIRTY HONEY,WON'T TAKE ME ALIVE,Dirt,630,634,-4,0,27 of 37
9,12,10,BAD WOLVES,LEGENDS NEVER DIE,Better Noise,610,582,28,0,28 of 37
4,17,11,FOZZY,SPOTLIGHT,The Orchard,564,522,42,1,29 of 37
10,16,12,PARKWAY DRIVE,DARKER STILL,Epitaph,561,518,43,0,24 of 37
9,21,13,BLACKLIST UNION,KEYS TO THE KINGDOM,BLU,518,438,80,0,15 of 37
7,19,14,MADAME MAYHEM,GET IT RIGHT,Headball,517,464,53,0,20 of 37
27,10,15,POP EVIL,SKELETONS,MNRK/G&G,516,612,-96,0,23 of 37
14,14,16,METALLICA,TOO FAR GONE?,Blackened/Q Prime,497,544,-47,0,23 of 37
15,18,17,FOO FIGHTERS,UNDER YOU,RCA,488,498,-10,0,22 of 37
10,22,18,TIM MONTANA,DEVIL YOU KNOW,BBR/BMG,452,422,30,0,20 of 37
7,26,19,THE BITES,KNOCKIN' ON THE DOOR,Earache,434,375,59,0,15 of 37
3,24,20,PAPA ROACH,LEAVE A LIGHT ON,New Noize,432,393,39,0,25 of 37
5,28,21,AVENGED SEVENFOLD,MATTEL,Warner,404,363,41,1,24 of 37
7,25,22,ATREYU,GONE,Spinefarm/Land Shark,399,378,21,0,26 of 37
4,32,23,SHINEDOWN,A SYMPTOM OF BEING HUMAN,Atlantic/3EE,393,321,72,2,22 of 37
9,23,24,MOTIONLESS IN WHITE,SIGN OF LIFE,Roadrunner/3EE,393,386,7,0,22 of 37
7,31,25,ART OF ANARCHY,VILIFIED,Pavement,392,322,70,0,14 of 37
6,29,26,SEVENTH DAY SLUMBER,FEASTING ON VULTURES FT. KELLIN QUINN,Rockfest,388,332,56,1,20 of 37
5,27,27,MIKE SHINODA,ALREADY OVER,Warner,385,359,26,0,24 of 37
4,33,28,WITHIN TEMPTATION,RITUAL,Force Music,368,317,51,0,21 of 37
5,30,29,POINT NORTH,BELOW THE BELT (FT. SET IT OFF),Hopeless,353,325,28,2,23 of 37
6,37,30,NICKELBACK,SKINNY LITTLE MISSY,BMG,299,259,40,2,22 of 37
2,43,31,WES CAGE,THE WOLF,Pavement,292,220,72,0,14 of 37
7,38,32,ANY GIVEN SIN,DYNAMITE,Mascot/MLG,292,259,33,0,15 of 37
22,34,33,BLACK STONE CHERRY,NERVOUS,Mascot,291,296,-5,0,20 of 37
2,44,34,DISTURBED,DON'T TELL ME,Warner,284,218,66,1,18 of 37
4,40,35,GARY CASERTA,BREAKING THROUGH DARK,Independent,282,246,36,0,14 of 37
3,39,36,FRANK PALANGI,DYNAMITE,Curtain Call,274,249,25,0,13 of 37
16,36,37,THE STRUTS,TOO GOOD AT RAISING HELL,Big Machine,264,284,-20,0,17 of 37
21,35,38,ASKING ALEXANDRIA,PSYCHO,Better Noise,254,285,-31,0,15 of 37
8,42,39,PUDDLE OF MUDD,CASH & COBAIN,Pavement,235,237,-2,0,20 of 37
2,48,40,BUSH,NOWHERE TO GO BUT EVERYWHERE,Round Hill/The Orchard,232,195,37,2,16 of 37
1,59,41,SCOTT STAPP,HIGHER POWER,Shelter,213,122,91,4,17 of 37
1,51,42,HEARTS & HAND GRENADES,BURN (BY MY FIRE),Eclipse,212,172,40,0,17 of 37
3,49,43,KOBRA PAIGE,LOVE WHAT I HATE,Pasadena Records,209,180,29,0,16 of 37
1,56,44,WOLVES AT THE GATE,SWEETNESS,Solid State,204,135,69,2,17 of 37
