WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
23,1,1,POP EVIL,PARANOID (CRASH & BURN),Pop Evil/MNRK HEAVY/G&G,938,1025,-87,0,32 of 38
10,2,2,LINKIN PARK,LOST,Warner,899,965,-66,0,30 of 38
13,3,3,SHINEDOWN,DEAD DON'T DIE,Atlantic,855,888,-33,0,31 of 38
7,4,4,GODSMACK,SOUL ON FIRE,BMG,791,813,-22,0,29 of 38
11,5,5,PAPA ROACH,CUT THE LINE,New Noize/ADA,787,782,5,0,30 of 38
5,6,6,AVENGED SEVENFOLD,NOBODY,Warner,758,729,29,0,31 of 38
13,7,7,DAUGHTRY,SEPARATE WAYS (WORLDS APART) FT. LZZY HALE,Dogtree/Big Machine,691,724,-33,0,29 of 38
3,18,8,METALLICA,72 SEASONS,Blackened/Q Prime,632,475,157,3,30 of 38
13,9,9,I PREVAIL,DEEP END,Concord,603,611,-8,0,27 of 38
7,11,10,ALBORN,PUSH,Pavement,595,542,53,0,21 of 38
12,10,11,SALIVA,HIGH ON ME,Megaforce/FM,583,568,15,0,26 of 38
20,8,12,HARDY,JACK,Big Loud Rock,579,638,-59,0,24 of 38
9,17,13,WORLD GONE COLD,OPPOSITES ATTRACT,RockFest,557,491,66,0,18 of 38
7,12,14,THE HU,THIS IS MONGOL,Better Noise,554,540,14,0,28 of 38
14,13,15,PISTOLS AT DAWN,UNDER THE SURFACE,CO5/Megaforce,543,535,8,0,24 of 38
3,20,16,MAMMOTH WVH,ANOTHER CELEBRATION AT THE END OF THE WORLD,BMG,524,443,81,1,28 of 38
8,19,17,SEVENTH DAY SLUMBER,SURVIVING THE WASTELAND,Rockfest,500,456,44,0,18 of 38
12,15,18,UNCURED,LET'S BREAK OUT,Pavement,489,513,-24,0,16 of 38
17,14,19,MOTIONLESS IN WHITE,WEREWOLF,Roadrunner/EMG,479,520,-41,0,23 of 38
10,16,20,FALLING IN REVERSE,WATCH THE WORLD BURN,Epitaph,449,498,-49,0,27 of 38
14,21,21,AVATAR,THE DIRT I'M BURIED IN,G&G,438,425,13,1,25 of 38
5,25,22,JELLY ROLL,NEED A FAVOR (ROCK VERSION),Stoney Creek/BMG,419,360,59,0,22 of 38
