WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
17,1,1,COREY TAYLOR,BEYOND,BMG,793,850,-57,0,31 of 38
17,4,2,SEVENDUST,EVERYTHING,Napalm,764,713,51,0,33 of 38
18,2,3,POP EVIL,SKELETONS,MNRK/G&G,758,738,20,0,32 of 38
5,6,4,METALLICA,TOO FAR GONE?,Blackened/Q Prime,748,686,62,2,32 of 38
12,3,5,ASKING ALEXANDRIA,PSYCHO,Better Noise,738,719,19,0,30 of 38
6,9,6,FOO FIGHTERS,UNDER YOU,RCA,709,636,73,0,27 of 38
10,5,7,FALLING IN REVERSE,LAST RESORT (REIMAGINED),Epitaph,698,697,1,0,29 of 38
14,10,8,SLEEP THEORY,NUMB,Epitaph,688,624,64,2,26 of 38
9,11,9,SILENT THEORY,JUST MY LUCK FT. JOSEY SCOTT,Silent Theory/OneRPM,680,604,76,0,20 of 38
11,16,10,DARK BELOW,MAKE BELIEVE,JPS,595,517,78,0,19 of 38
14,12,11,NITA STRAUSS,VICTORIOUS (FT. DOROTHY),Sumerian,569,567,2,0,29 of 38
4,17,12,GUNS N ROSES,PERHAPS,Geffen/Interscope,566,492,74,2,26 of 38
16,7,13,BAD OMENS,THE DEATH OF PEACE OF MIND,Sumerian,561,674,-113,0,27 of 38
21,14,14,SHALLOW SIDE,YOU'RE THE REASON,Thermal,522,532,-10,0,22 of 38
6,21,15,BEARTOOTH,MIGHT LOVE MYSELF,Redbull/The Orchard,500,414,86,2,25 of 38
5,22,16,DAUGHTRY,ARTIFICIAL,Big Machine,487,403,84,2,26 of 38
24,8,17,AYRON JONES,BLOOD IN THE WATER,Big Machine/John Varvatos,463,637,-174,0,27 of 38
8,19,18,NOVA SONS,PSYCHOPATH,Emberstone & Raye,459,426,33,0,16 of 38
4,30,19,MAMMOTH WVH,I'M ALRIGHT,BMG,455,326,129,5,27 of 38
12,24,20,HARDY,SOLD OUT,Big Loud Rock/Big Loud,421,387,34,1,21 of 38
7,29,21,FROM ASHES TO NEW,NIGHTMARE,Better Noise,419,328,91,3,26 of 38
6,25,22,DEFYING DECAY,CLOUDS,CB Ent.,417,363,54,0,15 of 38
8,20,23,DIRTY HONEY,WON'T TAKE ME ALIVE,Dirt,414,417,-3,1,25 of 38
8,27,24,GRETA VAN FLEET,THE FALLING SKY,Republic,379,345,34,2,25 of 38
27,28,25,JELLY ROLL,NEED A FAVOR (ROCK VERSION),Stoney Creek/BMG,350,341,9,1,17 of 38
36,15,26,AVATAR,THE DIRT I'M BURIED IN,G&G,350,527,-177,0,18 of 38
4,36,27,WITHIN TEMPTATION,BLEED OUT,Force Music,342,287,55,0,19 of 38
5,32,28,PISTOLS AT DAWN,FLY,Megaforce/Amplify,327,304,23,0,22 of 38
18,33,29,SET IT OFF,PUNCHING BAG,Why Worry/Stem,304,304,0,0,20 of 38
4,34,30,COLDWARDS,BAD NEWS,Wake Up! Music Rocks,295,294,1,0,19 of 38
4,39,31,DEFIANT,BOYS DON'T CRY,Curtain Call,286,251,35,0,14 of 38
7,37,32,THE ALMAS,CROWNS,Wake Up Music Rocks,286,282,4,0,18 of 38
22,13,33,DISTURBED,UNSTOPPABLE,Warner,282,535,-253,0,20 of 38
2,43,34,EDGE OF PARADISE,HOLOGRAM,Frontiers,281,228,53,0,16 of 38
3,41,35,ATRIUM,WARRIOR IN THE GARDEN,Curtain Call,276,230,46,0,15 of 38
1,76,36,PARKWAY DRIVE,DARKER STILL,Epitaph,271,86,185,7,21 of 38
6,35,37,DARK REMEDY,NOW OR NEVER,Von Artists LTD,268,292,-24,0,19 of 38
22,23,38,STAIND,LOWEST IN ME,Alchemy,256,390,-134,0,16 of 38
