WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
8,1,1,METALLICA,TOO FAR GONE?,Blackened/Q Prime,825,810,15,0,33 of 37
20,3,2,SEVENDUST,EVERYTHING,Napalm,789,785,4,0,32 of 37
21,2,3,POP EVIL,SKELETONS,MNRK/G&G,784,787,-3,0,30 of 37
15,5,4,ASKING ALEXANDRIA,PSYCHO,Better Noise,771,750,21,0,30 of 37
17,4,5,SLEEP THEORY,NUMB,Epitaph,753,753,0,0,28 of 37
9,6,6,FOO FIGHTERS,UNDER YOU,RCA,752,744,8,1,27 of 37
13,7,7,FALLING IN REVERSE,LAST RESORT (REIMAGINED),Epitaph,691,712,-21,0,28 of 37
9,8,8,BEARTOOTH,MIGHT LOVE MYSELF,Redbull/The Orchard,662,622,40,2,27 of 37
7,14,9,GUNS N ROSES,PERHAPS,Geffen/Interscope,580,544,36,0,25 of 37
11,17,10,NOVA SONS,PSYCHOPATH,Emberstone & Raye,562,506,56,0,15 of 37
10,12,11,FROM ASHES TO NEW,NIGHTMARE,Better Noise,561,547,14,0,27 of 37
7,20,12,WITHIN TEMPTATION,BLEED OUT,Force Music,560,470,90,0,17 of 37
8,11,13,DAUGHTRY,ARTIFICIAL,Big Machine,541,551,-10,1,27 of 37
7,9,14,MAMMOTH WVH,I'M ALRIGHT,BMG,536,579,-43,0,31 of 37
9,18,15,DEFYING DECAY,CLOUDS,CB Ent.,514,488,26,0,15 of 37
24,19,16,SHALLOW SIDE,YOU'RE THE REASON,Thermal,512,472,40,0,21 of 37
19,13,17,BAD OMENS,THE DEATH OF PEACE OF MIND,Sumerian,510,547,-37,0,22 of 37
17,15,18,NITA STRAUSS,VICTORIOUS (FT. DOROTHY),Sumerian,497,530,-33,0,26 of 37
11,16,19,GRETA VAN FLEET,THE FALLING SKY,Republic,495,513,-18,0,26 of 37
15,22,20,HARDY,SOLD OUT,Big Loud Rock/Big Loud,479,450,29,0,21 of 37
11,21,21,DIRTY HONEY,WON'T TAKE ME ALIVE,Dirt,454,460,-6,0,26 of 37
10,25,22,THE ALMAS,CROWNS,Wake Up Music Rocks,425,355,70,0,17 of 37
3,26,23,STAIND,HERE AND NOW,Alchemy/CO5,421,340,81,5,26 of 37
8,24,24,PISTOLS AT DAWN,FLY,Megaforce/Amplify,412,384,28,0,23 of 37
2,38,25,BLINK-182,ONE MORE TIME,Columbia,404,287,117,3,22 of 37
20,10,26,COREY TAYLOR,BEYOND,BMG,402,569,-167,0,25 of 37
6,27,27,ATRIUM,WARRIOR IN THE GARDEN,Curtain Call,371,338,33,0,15 of 37
4,29,28,PARKWAY DRIVE,DARKER STILL,Epitaph,348,305,43,2,23 of 37
4,28,29,CHAINS OVER RAZORS,MEGALOMANIAC,Deko,342,305,37,1,16 of 37
4,30,30,TIM MONTANA,DEVIL YOU KNOW,BBR/BMG,318,297,21,1,19 of 37
3,41,31,MOTIONLESS IN WHITE,SIGN OF LIFE,Roadrunner/3ee,308,245,63,6,22 of 37
4,32,32,ROYAL BLOOD,PULL ME THROUGH,Warner,308,287,21,2,21 of 37
3,39,33,BAD WOLVES,LEGENDS NEVER DIE,Better Noise,296,264,32,2,18 of 37
16,40,34,BLACK STONE CHERRY,NERVOUS,Mascot,287,255,32,2,17 of 37
5,35,35,EDGE OF PARADISE,HOLOGRAM,Frontiers,278,275,3,0,15 of 37
3,43,36,MAGDALENE ROSE,A BAD RESIDENTIAL FT. UNDEROATH,Rockfest,275,231,44,2,16 of 37
30,33,37,JELLY ROLL,NEED A FAVOR (ROCK VERSION),Stoney Creek/BMG,273,287,-14,0,14 of 37
2,36,38,PUDDLE OF MUDD,CASH & COBAIN,Pavement,260,274,-14,1,20 of 37
7,34,39,COLDWARDS,BAD NEWS,Wake Up! Music Rocks,259,280,-21,0,19 of 37
1,51,40,MADAME MAYHEM,GET IT RIGHT,Headball,256,173,83,1,20 of 37
3,46,41,BLACKLIST UNION,KEYS TO THE KINGDOM,BLU,230,199,31,1,15 of 37
1,57,42,DARK REMEDY,POSSESSION,Von Artists LTD,207,156,51,1,15 of 37
