WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
22,1,1,SEVENDUST,EVERYTHING,Napalm,813,823,-10,1,32 of 37
19,4,2,SLEEP THEORY,NUMB,Epitaph,796,784,12,0,30 of 37
10,2,3,METALLICA,TOO FAR GONE?,Blackened/Q Prime,796,795,1,0,31 of 37
23,3,4,POP EVIL,SKELETONS,MNRK/G&G,769,791,-22,0,30 of 37
11,7,5,BEARTOOTH,MIGHT LOVE MYSELF,Redbull/The Orchard,739,704,35,0,28 of 37
11,5,6,FOO FIGHTERS,UNDER YOU,RCA,736,758,-22,0,27 of 37
17,6,7,ASKING ALEXANDRIA,PSYCHO,Better Noise,690,757,-67,0,29 of 37
12,8,8,FROM ASHES TO NEW,NIGHTMARE,Better Noise,602,592,10,1,26 of 37
4,16,9,BLINK-182,ONE MORE TIME,Columbia,575,502,73,2,26 of 37
10,13,10,DAUGHTRY,ARTIFICIAL,Big Machine,556,524,32,1,27 of 37
13,12,11,GRETA VAN FLEET,THE FALLING SKY,Republic,546,530,16,1,28 of 37
9,11,12,MAMMOTH WVH,I'M ALRIGHT,BMG,540,531,9,0,30 of 37
5,15,13,STAIND,HERE AND NOW,Alchemy/CO5,525,505,20,0,27 of 37
13,19,14,DIRTY HONEY,WON'T TAKE ME ALIVE,Dirt,517,467,50,1,27 of 37
19,17,15,NITA STRAUSS,VICTORIOUS (FT. DOROTHY),Sumerian,492,490,2,0,25 of 37
10,21,16,PISTOLS AT DAWN,FLY,Megaforce/Amplify,479,454,25,0,23 of 37
8,23,17,ATRIUM,WARRIOR IN THE GARDEN,Curtain Call,478,431,47,0,15 of 37
12,20,18,THE ALMAS,CROWNS,Wake Up Music Rocks,476,458,18,0,15 of 37
26,18,19,SHALLOW SIDE,YOU'RE THE REASON,Thermal,472,483,-11,0,21 of 37
9,9,20,GUNS N ROSES,PERHAPS,Geffen/Interscope,468,560,-92,0,23 of 37
6,26,21,CHAINS OVER RAZORS,MEGALOMANIAC,Deko,441,386,55,0,16 of 37
6,25,22,PARKWAY DRIVE,DARKER STILL,Epitaph,416,392,24,0,24 of 37
17,24,23,HARDY,SOLD OUT,Big Loud Rock/Big Loud,414,419,-5,0,20 of 37
5,27,24,BAD WOLVES,LEGENDS NEVER DIE,Better Noise,399,330,69,2,21 of 37
5,28,25,MAGDALENE ROSE,A BAD RESIDENTIAL FT. UNDEROATH,Rockfest,376,328,48,0,16 of 37
15,10,26,FALLING IN REVERSE,LAST RESORT (REIMAGINED),Epitaph,375,551,-176,0,24 of 37
18,29,27,BLACK STONE CHERRY,NERVOUS,Mascot,369,326,43,3,21 of 37
5,31,28,MOTIONLESS IN WHITE,SIGN OF LIFE,Roadrunner/3ee,354,320,34,0,21 of 37
3,34,29,MADAME MAYHEM,GET IT RIGHT,Headball,333,307,26,0,20 of 37
6,32,30,TIM MONTANA,DEVIL YOU KNOW,BBR/BMG,327,319,8,0,19 of 37
3,36,31,DARK REMEDY,POSSESSION,Von Artists LTD,321,265,56,0,16 of 37
3,43,32,ATREYU,GONE,Spinefarm/Land Shark,297,212,85,4,22 of 37
7,35,33,EDGE OF PARADISE,HOLOGRAM,Frontiers,284,277,7,0,15 of 37
5,38,34,BLACKLIST UNION,KEYS TO THE KINGDOM,BLU,278,254,24,0,15 of 37
21,22,35,BAD OMENS,THE DEATH OF PEACE OF MIND,Sumerian,272,444,-172,0,19 of 37
6,33,36,ROYAL BLOOD,PULL ME THROUGH,Warner,250,316,-66,0,21 of 37
4,39,37,PUDDLE OF MUDD,CASH & COBAIN,Pavement,248,251,-3,0,20 of 37
9,37,38,COLDWARDS,BAD NEWS,Wake Up! Music Rocks,246,257,-11,0,15 of 37
3,45,39,THE BITES,KNOCKIN' ON THE DOOR,Earache,243,208,35,0,16 of 37
32,44,40,JELLY ROLL,NEED A FAVOR (ROCK VERSION),Stoney Creek/BMG,241,209,32,0,10 of 37
3,42,41,ANY GIVEN SIN,DYNAMITE,Mascot/MLG,239,214,25,3,16 of 37
3,40,42,ART OF ANARCHY,VILIFIED,Pavement,235,219,16,0,15 of 37
2,48,43,SEVENTH DAY SLUMBER,FEASTING ON VULTURES FT. KELLIN QUINN,Rockfest,234,188,46,0,16 of 37
1,60,44,POINT NORTH,BELOW THE BELT (FT. SET IT OFF),Hopeless,232,131,101,2,17 of 37
12,41,45,THE STRUTS,TOO GOOD AT RAISING HELL,Big Machine,228,215,13,0,16 of 37
1,54,46,AVENGED SEVENFOLD,MATTEL,Warner,210,174,36,2,17 of 37
1,55,47,OF MICE & MEN,CASTAWAY,SharpTone/Land Shark,193,157,36,1,13 of 37
1,86,48,MIKE SHINODA,ALREADY OVER,Warner,190,77,113,5,15 of 37
2,50,49,NICKELBACK,SKINNY LITTLE MISSY,BMG,190,184,6,0,15 of 37
-,-,50,FOZZY,SPOTLIGHT,The Orchard,173,0,173,22,20 of 37
11,46,51,IN THIS MOMENT,THE PURGE,BMG,171,193,-22,0,17 of 37
1,51,52,LINES OF LOYALTY,MY ADDICTION,C3&B/CO5,168,180,-12,0,11 of 37
1,49,53,WESTCREEK,LET ME BLEED,Wake Up! Music Rocks,163,185,-22,0,12 of 37
-,59,54,FRANK PALANGI,DYNAMITE,Curtain Call,162,141,21,0,13 of 37
-,81,55,GARY CASERTA,BREAKING THROUGH DARK,Independent,160,82,78,2,13 of 37
-,56,56,AUSTIN MEADE,BLACKOUT,Shelter,157,155,2,0,12 of 37
22,30,57,COREY TAYLOR,BEYOND,BMG,157,321,-164,0,17 of 37
5,52,58,SAVING ABEL,FIRE,Motor/CO5,153,180,-27,0,16 of 37
5,53,59,EVA UNDER FIRE,UNSTOPPABLE FT. CORY MARKS,Better Noise,151,177,-26,0,8 of 37
-,67,60,SHINEDOWN,A SYMPTOM OF BEING HUMAN,Atlantic/3ee,148,113,35,2,11 of 37
-,149,61,WITHIN TEMPTATION,RITUAL,Force Music,145,21,124,16,17 of 37
-,64,62,ANOTHER DAY DAWNS,HESITATE,Century Media/Land Shark,143,124,19,1,10 of 37
1,58,63,SHAYLEN & AUSTIN JOHN WINKLER,LIPS OF AN ANGEL 2,Two Hats,142,142,0,0,13 of 37
-,100,64,JUDAS PRIEST,PANIC ATTACK,Epic,129,63,66,2,12 of 37
1,63,65,STITCHED UP HEART,POSSESS ME,Another Century/The Orchard/Skateboard,126,125,1,0,6 of 37
28,47,66,AYRON JONES,BLOOD IN THE WATER,Big Machine/John Varvatos,120,190,-70,0,10 of 37
-,79,67,BUSH,NOWHERE TO GO BUT EVERYWHERE,Round Hill/The Orchard,119,83,36,1,11 of 37
-,92,68,KOBRA PAIGE,LOVE WHAT I HATE,Pasadena Records,116,71,45,2,12 of 37
38,57,69,AVATAR,THE DIRT I'M BURIED IN,G&G,115,152,-37,0,8 of 37
-,69,70,FOUNDRY,CROCODILE TEARS,The Syndicate/Lucky Man,108,102,6,0,7 of 37
-,65,71,ROLLING STONES,ANGRY,Geffen/Interscope,107,121,-14,0,6 of 37
-,71,72,BLIND CHANNEL,DEAD ZONE,Motor/CO5,103,99,4,0,11 of 37
-,70,73,FILTER,OBLITERATION,Golden Robot,103,102,1,0,11 of 37
22,62,74,DISTURBED,UNSTOPPABLE,Warner,98,127,-29,0,7 of 37
-,91,75,DEAD POET SOCIETY,RUNNING IN CIRCLES,Spinefarm,96,72,24,1,10 of 37
-,74,76,GXTP,ACCUSATION,Nfartam/CO5,95,96,-1,0,10 of 37
23,73,77,STAIND,LOWEST IN ME,Alchemy,92,97,-5,0,6 of 37
2,76,78,ABOVE SNAKES,CRASH N' BURN,Independent,90,95,-5,0,3 of 37
-,93,79,VAMPIRES EVERYWHERE!,CRY LITTLE SISTER,Dark Kingdom/New Ocean,89,71,18,1,7 of 37
