WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
9,2,1,AVENGED SEVENFOLD,NOBODY,Warner,889,875,14,0,34 of 38
11,1,2,GODSMACK,SOUL ON FIRE,BMG,879,881,-2,0,31 of 38
7,4,3,METALLICA,72 SEASONS,Blackened/Q Prime,875,806,69,1,32 of 38
4,5,4,FOO FIGHTERS,RESCUED,RCA,844,725,119,2,30 of 38
15,3,5,PAPA ROACH,CUT THE LINE,New Noize/ADA,748,810,-62,0,31 of 38
7,12,6,MAMMOTH WVH,ANOTHER CELEBRATION AT THE END OF THE WORLD,BMG,692,607,85,2,32 of 38
17,7,7,I PREVAIL,DEEP END,Concord,692,673,19,1,31 of 38
4,14,8,STAIND,LOWEST IN ME,Alchemy,691,539,152,2,29 of 38
14,6,9,LINKIN PARK,LOST,Warner,669,711,-42,0,23 of 38
16,11,10,SALIVA,HIGH ON ME,Megaforce/FM,643,630,13,0,27 of 38
18,9,11,PISTOLS AT DAWN,UNDER THE SURFACE,CO5/Megaforce,631,658,-27,0,24 of 38
9,18,12,JELLY ROLL,NEED A FAVOR (ROCK VERSION),Stoney Creek/BMG,576,466,110,2,25 of 38
7,19,13,SONS ON FIRE,COLLAPSE,Curtain Call,542,464,78,0,19 of 38
7,17,14,FROM ASHES TO NEW,HATE ME TOO,Better Noise,540,496,44,1,29 of 38
11,10,15,THE HU,THIS IS MONGOL,Better Noise,534,638,-104,0,30 of 38
14,15,16,FALLING IN REVERSE,WATCH THE WORLD BURN,Epitaph,522,529,-7,0,29 of 38
18,16,17,AVATAR,THE DIRT I'M BURIED IN,G&G,511,512,-1,0,26 of 38
17,8,18,SHINEDOWN,DEAD DON'T DIE,Atlantic,499,666,-167,0,23 of 38
6,20,19,ATREYU,WATCH ME BURN,Spinefarm/Land Shark,465,425,40,2,26 of 38
6,25,20,DEFIANT,IGNITE THE SKY,Curtain Call,459,386,73,0,17 of 38
6,23,21,SMASH INTO PIECES,SIX FEET UNDER,Endless/Land Shark,456,399,57,0,18 of 38
4,22,22,GHOST,JESUS HE KNOWS ME,Loma Vista/Concord,453,402,51,1,28 of 38
4,21,23,DISTURBED,UNSTOPPABLE,Warner,432,407,25,2,27 of 38
5,30,24,FRAMING HANLEY,START A FIRE,Thermal,429,343,86,0,19 of 38
6,24,25,AYRON JONES,BLOOD IN THE WATER,Big Machine/John Varvatos,418,396,22,1,26 of 38
15,26,26,SAINT ASONIA,DEVASTATE,Spinefarm,372,373,-1,0,24 of 38
4,31,27,GRETA VAN FLEET,MEETING THE MASTER,Republic,351,326,25,2,24 of 38
13,28,28,NONPOINT,HEARTLESS,361 Degrees,342,349,-7,0,20 of 38
4,35,29,THE DEVIL WEARS PRADA,SALT,Solid State,340,274,66,0,19 of 38
5,34,30,FIT FOR A KING,REACHING OUT,Solid State,339,298,41,0,18 of 38
10,33,31,OTHERWISE,FULL DISCLOSURE,Mascot,336,300,36,1,20 of 38
7,32,32,CITIZEN SOLDIER & ROYAL BLISS,THROUGH HELL,Citizen Soldier/Air Castle,302,305,-3,0,17 of 38
3,39,33,STRETCH,FIRESTARTER,Curtain Call,301,256,45,0,16 of 38
3,38,34,TEXAS HIPPIE COALITION,HELL HOUNDS,MNRK,288,259,29,0,18 of 38
3,41,35,HILLBILLY VEGAS,TWO GUN TOWN,TLG/INgrooves,267,217,50,0,16 of 38
9,37,36,RISE AMONG RIVALS,CONVICTIONS,Independent,265,266,-1,0,15 of 38
13,29,37,MUSE,KILL OR BE KILLED,Warner,249,344,-95,0,22 of 38
1,51,38,TOMMY VEXT,THE WAR YOU WANTED,One A/FM,247,176,71,2,20 of 38
2,46,39,POINT NORTH,SAFE AND SOUND,Hopeless,247,195,52,0,22 of 38
3,43,40,SHALLOW SIDE,YOU'RE THE REASON,Thermal,231,214,17,2,16 of 38
2,40,41,OF VIRTUE,CANNIBALS,Arising Empire/FM,230,218,12,0,12 of 38
3,44,42,FOR THE FALLEN DREAMS,WITHOUT YOU,Arising Empire,224,203,21,1,14 of 38
15,45,43,SKILLET,PSYCHO IN MY HEAD,Atlantic,218,200,18,0,15 of 38
4,52,44,SMASHING PUMPKINS,EMPIRES,Martha's Music/Thirty Tigers,212,176,36,1,18 of 38
1,57,45,DARK REMEDY,HAUNTED,Von Artists LTD,207,156,51,2,17 of 38
1,58,46,GRAVEL,ALL I WANT,Stryker/INgrooves,205,154,51,0,15 of 38
1,54,47,SAVING ABEL,BAPTIZE ME,Skiddco/Random EQ,203,170,33,0,10 of 38
2,48,48,ANY GIVEN SIN,CALM BEFORE THE STORM,Mascot,199,189,10,1,10 of 38
1,82,49,BUSH,ALL THINGS MUST CHANGE,BMG,190,80,110,12,22 of 38
2,50,50,SET IT OFF,PUNCHING BAG,Why Worry/Stem,190,182,8,1,17 of 38
-,74,51,THE NOCTURNAL AFFAIR,IT'S NO GOOD,Madison,189,95,94,2,16 of 38
-,66,52,CHAINS OVER RAZORS,BROKEN HOME,Deko,185,109,76,2,17 of 38
7,13,53,WRITTEN BY WOLVES,GIVE 'EM HELL,Independent/Land Shark,165,555,-390,0,19 of 38
-,69,54,PLUSH,LEFT BEHIND,Pavement,164,104,60,9,20 of 38
3,49,55,THROUGH FIRE,LOSE IT,Sumerian,160,185,-25,0,13 of 38
-,60,56,WHITE REAPER,FOG MACHINE,Elektra,149,144,5,0,15 of 38
-,62,57,FINGER ELEVEN,TOGETHER RIGHT,Craft/Concord,146,134,12,2,12 of 38
23,27,58,HARDY,JACK,Big Loud Rock,145,350,-205,0,14 of 38
-,64,59,BLACK HEART SAINTS,HUMAN XSTACY,Cleoptra/CO5,136,123,13,0,11 of 38
-,71,60,THEORY OF A DEADMAN,TWO OF US (STUCK),Roadrunner/3ee,133,101,32,0,9 of 38
-,56,61,CAIRO KNIFE FIGHT,CHURN,CKF Records,126,158,-32,1,10 of 38
-,-,62,BLACKLIST UNION,LETTERS FROM THE PSYCH WARD,BLU,121,0,121,15,13 of 38
16,36,63,DAUGHTRY,SEPARATE WAYS (WORLDS APART) FT. LZZY HALE,Dogtree/Big Machine,112,272,-160,0,13 of 38
-,76,64,ANOTHER DAY DAWNS,BITTER,Century Media/Land Shark,111,92,19,1,11 of 38
-,68,65,STORY OF THE YEAR,WAR,Sharptone/Land Shark,108,107,1,0,8 of 38
10,59,66,SEVENTH DAY SLUMBER,SURVIVING THE WASTELAND,Rockfest,107,149,-42,0,5 of 38
26,47,67,POP EVIL,PARANOID (CRASH & BURN),Pop Evil/MNRK HEAVY/G&G,106,194,-88,0,10 of 38
-,70,68,SKINDRED,GIMME THAT BOOM,Earache,104,102,2,0,13 of 38
-,77,69,SILENT THEORY,WHAT ARE THE ODDS,OneRPM/Land Shark,102,90,12,0,6 of 38
-,123,70,POP EVIL,SKELETONS,MNRK/G&G,100,29,71,11,13 of 38
19,53,71,MOTIONLESS IN WHITE,WEREWOLF,Roadrunner/EMG,96,171,-75,0,8 of 38
-,-,72,BAD OMENS,THE DEATH OF PEACE OF MIND,Sumerian,95,0,95,10,8 of 38
10,55,73,OZZY OSBOURNE,A THOUSAND SHADES FT. JEFF BECK,Epic,94,165,-71,0,12 of 38
7,67,74,ALBORN,PUSH,Pavement,91,107,-16,0,8 of 38
-,63,75,UNDEROATH,LET GO,MNRK,90,131,-41,0,13 of 38
-,87,76,DES ROCS,NEVER ENDING MOMENT,Sumerian,88,68,20,2,8 of 38
8,42,77,THE LOYAL ORDER,LAST WORDS,Bühner Media,88,215,-127,0,8 of 38
-,78,78,TIGERCUB,THE PERFUME OF DECAY,Loosegroove/The Orchard,86,89,-3,0,6 of 38
-,65,79,SILVERSTEIN,POISON PILL,UNFD/Land Shark,86,115,-29,1,12 of 38
-,61,80,NICKELBACK,THOSE DAYS,BMG,86,142,-56,0,14 of 38
-,83,81,THE WORD ALIVE,NEW REALITY,Thriller,83,79,4,0,4 of 38
-,-,82,SEVENDUST,EVERYTHING,Napalm,81,0,81,8,8 of 38
-,84,83,NO RESOLVE & SAVING ABEL,COUNTING STARS,Noise Machine/Mindful,81,77,4,0,4 of 38
-,81,84,THE EXIES,SPIRITS HIGH,Independent,81,81,0,0,5 of 38
-,80,85,DISCREPANCIES,RECOVERY,InVogue/FM,81,87,-6,0,5 of 38
-,94,86,CENTERSHIFT,FALLING INTO,Auspicious/New Ocean,75,55,20,0,3 of 38
-,116,87,FILTER,FACE DOWN,Golden Robot,72,33,39,3,7 of 38
-,86,88,OVTLIER,HEARTLESS,Ovtlier/Land Shark,69,69,0,0,7 of 38
25,79,89,BLACK VEIL BRIDES,SAVIOUR II,Sumerian,67,88,-21,0,6 of 38
-,89,90,UGLY KID JOE,THAT AIN'T LIVIN',Metalville,65,62,3,0,4 of 38
-,93,91,SLEEP TOKEN,THE SUMMONING,Spinefarm,58,58,0,0,4 of 38
7,73,92,HIGHLY SUSPECT,ICE COLD,Elektra/300,58,96,-38,0,7 of 38
-,96,93,THE PLOT IN YOU,LEFT BEHIND,Concord,57,49,8,1,6 of 38
18,85,94,METALLICA,LUX ÆTERNA,Q Prime/Blackened,57,74,-17,0,5 of 38
1,72,95,FALL OUT BOY,LOVE FROM THE OTHER SIDE,Fueled By Ramen/Elektra,55,100,-45,0,6 of 38
-,95,96,GXTP,CONTRABAND,CO5,54,55,-1,0,6 of 38
-,102,97,SLEEP SIGNALS,FEARLESS,Sleep Signals/Land Shark,53,44,9,0,8 of 38
-,-,98,SAUL,A MILLION MILES,Spinefarm/Land Shark,52,0,52,9,9 of 38
-,147,99,CHRISTOPHER SHAYNE,ONE MORE ROUND,Independent/Amplify,52,17,35,4,6 of 38
16,100,100,GIOVANNIE AND THE HIRED GUNS,OVERRATED,Warner,49,46,3,0,4 of 38
-,97,101,ABOVE SNAKES,81 (THALLIUM),Independent,49,49,0,0,2 of 38
-,-,102,COREY TAYLOR,BEYOND,BMG,48,0,48,4,4 of 38
-,99,103,GIDEON,TOO MUCH IS NEVER ENOUGH,Land Shark/Equal Vision,47,47,0,0,3 of 38
-,105,104,TUK SMITH & THE RESTLESS HEARTS,GIRLS ON THE EAST SIDE OF TOWN,MRG/New Ocean,45,42,3,0,3 of 38
-,106,105,THE WINERY DOGS,BREAKTHROUGH,Land Shark/Three Dogs/UEG,42,42,0,0,2 of 38
-,103,106,BLAME MY YOUTH,PRIZEFIGHTER,Big Loud Rock,42,44,-2,0,2 of 38
31,75,107,BAD OMENS,JUST PRETEND,Sumerian,42,95,-53,0,5 of 38
27,108,108,FAME ON FIRE,WELCOME TO THE CHAOS,Hopeless,41,41,0,0,3 of 38
-,107,109,THE LONELY ONES,GUCCI BAGS,Independent,41,42,-1,0,3 of 38
-,109,110,SILVERTUNG,INTEGRITY,Independent,40,40,0,0,of 38
13,98,111,UNCURED,LET'S BREAK OUT,Pavement,40,49,-9,0,2 of 38
-,91,112,THROW THE FIGHT,HOURGLASS,SPV/Long Branch,39,59,-20,0,3 of 38
-,88,113,DROPOUT KINGS,LIGHTS OUT FT. DED,Regime/Suburban Noize,39,65,-26,0,4 of 38
-,104,114,PIERCE THE VEIL,EMERGENCY CONTACT,Fearless/Concord,36,43,-7,0,4 of 38
-,121,115,HOLDING ABSENCE,CROOKED MELODY,SharpTone/Land Shark,35,30,5,0,5 of 38
7,113,116,BLACK SATELLITE,BROKEN,Curtain Call,35,35,0,0,4 of 38
-,111,117,HOUSEPET,SUGAR LEVITY,New Ocean,35,35,0,0,2 of 38
-,114,118,ATTACK ATTACK!,OUT OF TIME,Oxide,34,34,0,0,3 of 38
9,117,119,WORLD GONE COLD,OPPOSITES ATTRACT,RockFest,33,33,0,0,1 of 38
-,168,120,CROWN THE EMPIRE,SUPERSTAR (FT. REMINGTON LEITH),Rise/BMG,30,10,20,3,4 of 38
-,127,121,ATTACK ATTACK,OUT OF TIME,Oxide,30,25,5,0,2 of 38
-,119,122,CATCH YOUR BREATH,DIAL TONE,Independent,30,30,0,0,4 of 38
18,122,123,CROBOT,GOLDEN,Mascot,30,30,0,0,2 of 38
-,120,124,DEAD GROOVE,GHOST,Independent,30,30,0,0,3 of 38
-,118,125,RANCID,TOMORROW NEVER COMES,Epitaph,30,31,-1,0,3 of 38
-,90,126,STONE HORSES,FAFO (F**K AROUND FIND OUT),Broken World,30,60,-30,0,2 of 38
-,-,127,HARDY,SOLD OUT,Big Loud Rock/Big Loud,29,0,29,4,3 of 38
