WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
8,6,1,SEETHER,JUDAS MIND,Concord,788,723,65,0,30 of 37
12,2,2,THE OFFSPRING,MAKE IT ALL RIGHT,Concord,772,797,-25,0,29 of 37
11,3,3,HALESTORM & I PREVAIL,CAN YOU SEE ME IN THE DARK?,Atlantic,757,736,21,0,26 of 37
12,1,4,FALLING IN REVERSE & JELLY ROLL,ALL MY LIFE,Epitaph,750,862,-112,0,28 of 37
16,4,5,SHALLOW SIDE,FILTERS,Thermal,720,734,-14,0,27 of 37
23,5,6,DAUGHTRY,PIECES,Big Machine,711,732,-21,0,27 of 37
12,10,7,BRING ME THE HORIZON,TOP 10 STATUES THAT CRIED BLOOD,Columbia,625,584,41,0,27 of 37
22,8,8,WAGE WAR,MAGNETIC,Fearless/Concord,581,611,-30,0,24 of 37
6,16,9,EMPIIRES,NEVER ENOUGH,TLG/ZOID/Virgin,569,467,102,0,17 of 37
11,11,10,A DAY TO REMEMBER,FEEDBACK,Fueled By Ramen/3eE,569,564,5,0,27 of 37
17,13,11,BLACK VEIL BRIDES,BLEEDERS,Spinefarm/Land Shark,532,499,33,0,25 of 37
3,18,12,POP EVIL,WHAT REMAINS,MNRK Heavy/G&G,517,463,54,0,29 of 37
8,12,13,THE FUNERAL PORTRAIT,SUFFOCATE CITY,Better Noise,514,503,11,0,19 of 37
8,22,14,VENREZ,CROSSED THE LINE,Wake Up! Music Rocks,512,410,102,0,17 of 37
5,20,15,DOROTHY,MUD,Roc Nation,485,450,35,0,22 of 37
9,19,16,MESSER,FIND OUT,Maddpants/ONErpm/FM,474,459,15,0,22 of 37
9,21,17,THE ALMAS,LIFELINE,Wake Up! Music Rocks,437,420,17,2,14 of 37
9,9,18,STRIPPING THE PISTOL,HOPE,TLG/ZOID/Virgin,422,592,-170,0,17 of 37
10,23,19,BLACKLIST UNION,HORNS AND HALOS,BLU,418,393,25,1,21 of 37
9,24,20,MYLES KENNEDY,SAY WHAT YOU WILL,Napalm,405,396,9,0,21 of 37
5,25,21,JERRY CANTRELL,VILIFIED,Double J,389,372,17,0,20 of 37
16,26,22,TIM MONTANA,SAVAGE,Music Knox/BBR/BMG,372,364,8,0,17 of 37
7,15,23,NEW DILEMMA,RUN AND HIDE,Pavement,355,486,-131,0,16 of 37
5,29,24,AMERICAN PROGRESS,OUTLAW,Independent,350,312,38,0,15 of 37
4,28,25,FINGER ELEVEN,ADRENALINE,Better Noise,350,312,38,1,20 of 37
3,30,26,SMASHING PUMPKINS,SIGHOMMI,Thirty Tigers,332,313,19,1,19 of 37
7,33,27,DIRTY HONEY,DON'T PUT OUT THE FIRE,Dirt,316,311,5,0,16 of 37
7,32,28,HARDY,PSYCHO,Big Loud Rock/Big Loud,312,309,3,0,20 of 37
4,34,29,BADFLOWER,DETROIT,Big Machine,307,286,21,0,17 of 37
5,41,30,SCOTT STAPP,BLACK BUTTERFLY,Napalm,270,231,39,0,17 of 37
28,14,31,SLEEP THEORY,FALLOUT,Epitaph,268,492,-224,0,21 of 37
4,35,32,FLAT BLACK,A BIT OF LIGHTNING,Concord,267,259,8,0,17 of 37
18,27,33,STAIND,BETTER DAYS,Alchemy/CO5,263,321,-58,0,14 of 37
8,38,34,KITTIE,WE ARE SHADOWS,Sumerian,253,251,2,0,17 of 37
1,58,35,NOTHING MORE,ANGEL SONG (FT. DAVID DRAIMAN),Better Noise,231,139,92,1,16 of 37
16,39,36,ABOVE SNAKES,RIDE AND DIE,Independent,231,239,-8,0,13 of 37
13,17,37,FOZZY,ARMY OF ONE,Madison/The Orchard,224,466,-242,0,15 of 37
3,43,38,HIGHLY SUSPECT,PLASTIC BOXES,3eE/Roadrunner/InDeGoot,219,208,11,1,15 of 37
2,50,39,WOLVES OF TOMORROW,RAVENS TEARS,Independent,214,175,39,1,16 of 37
1,53,40,JELLY ROLL,LIAR,BMG,211,154,57,3,17 of 37
2,48,41,POPPY,NEW WAY OUT,Sumerian,208,176,32,1,15 of 37
27,7,42,FAME ON FIRE,NIGHTMARE (THE DEVIL),Hopeless,203,705,-502,0,25 of 37
5,45,43,LAKEVIEW,MONEY WHERE YOUR MOUTH IS,Gravel Road,195,196,-1,0,8 of 37
14,31,44,ROYALE LYNN,DEATH WISH (FT. DANNY WORSNOP),Epitaph,195,301,-106,0,14 of 37
13,44,45,PLUSH,RUN,Pavement,184,203,-19,0,14 of 37
2,46,46,ALBORN,A LITTLE LESS THAN EXPECTED,ONErpm,182,179,3,2,15 of 37
18,37,47,MOTLEY CRUE,DOGS OF WAR,Big Machine,178,241,-63,0,10 of 37
1,62,48,HEARTS & HAND GRENADES,BREATHE INTO ME,Independent,175,129,46,1,15 of 37
26,40,49,FROM ASHES TO NEW,BARELY BREATHING,Better Noise,175,237,-62,0,10 of 37
8,49,50,ALL THAT REMAINS,LET YOU GO,Independent,174,176,-2,0,9 of 37
17,42,51,PEARL JAM,WRECKAGE,Republic,173,221,-48,0,9 of 37
-,72,52,SKILLET,UNPOPULAR,Hear It Loud/Vydia,172,100,72,2,12 of 37
8,51,53,NONPOINT,UNDERDOG,361 Degrees,165,173,-8,0,9 of 37
1,47,54,STONE HORSES,FREE,Broken World/Land Shark,165,177,-12,0,12 of 37
-,65,55,STARSET,TOKSIK,Concord,164,115,49,2,14 of 37
-,91,56,SLEEP THEORY,STUCK IN MY HEAD,Epitaph,162,69,93,6,19 of 37
-,56,57,ENEMY REMAINS,WILL I WAKE,Independent,160,146,14,1,14 of 37
-,55,58,CONQUER DIVIDE,PARALYZED (FT. ATTACK ATTACK),Mascot,159,148,11,1,9 of 37
-,59,59,SALEM'S CHILDE,THROUGH FIRE,Pavement,157,136,21,2,18 of 37
-,60,60,TREMONTI,JUST TOO MUCH,Napalm,154,136,18,2,14 of 37
19,52,61,FIVE FINGER DEATH PUNCH,THIS IS THE WAY (FT. DMX),Better Noise,143,170,-27,0,9 of 37
-,57,62,THE WARNING,HELL YOU CALL A DREAM,Republic,141,140,1,0,11 of 37
-,67,63,CALL ME KARIZMA,MADHOUSE,Gloomy Culture/BHMM,134,114,20,4,17 of 37
-,61,64,RAIN CITY DRIVE,MEDICATE ME,Thriller,134,134,0,0,7 of 37
-,86,65,SHIM,STING LIKE A BITCH,Curtain Call,131,73,58,4,15 of 37
