WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
27,1,1,FALLING IN REVERSE,VOICES IN MY HEAD,Epitaph,949,993,-44,0,31 of 42
13,2,2,NICKELBACK,SAN QUENTIN,BMG,891,834,57,1,34 of 42
12,4,3,OZZY OSBOURNE,ONE OF THOSE DAYS,Epic,814,823,-9,0,34 of 42
10,3,4,GODSMACK,SURRENDER,BMG,812,829,-17,0,33 of 42
16,5,5,STARSET & BREAKING BENJAMIN,WAITING ON THE SKY TO CHANGE,Judge & Jury/The Orchard,785,784,1,0,34 of 42
12,10,6,PISTOLS AT DAWN,THE TRUTH,CO5/Megaforce,775,697,78,0,26 of 42
18,7,7,FAME ON FIRE,WELCOME TO THE CHAOS,Hopeless,756,747,9,0,31 of 42
7,8,8,BLINK-182,EDGING,Columbia,742,714,28,0,31 of 42
19,6,9,BUSH,MORE THAN MACHINES,BMG,715,779,-64,0,29 of 42
2,22,10,METALLICA,LUX ÆTERNA,Q Prime/Blackened,710,462,248,2,30 of 42
9,11,11,SMASHING PUMPKINS,BEGUILED,Martha's Music/Thirty Tigers,703,680,23,0,33 of 42
19,9,12,GHOST,SPILLWAYS,Loma Vista/Concord,691,701,-10,0,31 of 42
7,12,13,POP EVIL,PARANOID (CRASH & BURN),Pop Evil/MNRK HEAVY/G&G,671,643,28,2,32 of 42
11,13,14,ARCHITECTS,TEAR GAS,Epitaph,644,642,2,0,29 of 42
5,15,15,FIVE FINGER DEATH PUNCH,WELCOME TO THE CIRCUS,Better Noise,611,519,92,2,32 of 42
4,18,16,DISTURBED,BAD MAN,Warner,558,494,64,0,28 of 42
11,14,17,THREE DAYS GRACE,I AM THE WEAPON,RCA,542,529,13,0,32 of 42
21,16,18,BEARTOOTH,RIPTIDE,Red Bull,539,509,30,0,23 of 42
15,20,19,BAD OMENS,JUST PRETEND,Sumerian,485,467,18,0,27 of 42
4,29,20,DARK SUN,LOOK AROUND,Emberstone & Raye,481,400,81,0,15 of 42
7,27,21,ANOVA SKYWAY,SPARK,Independent,461,438,23,0,16 of 42
7,24,22,THEORY OF A DEADMAN,DINOSAUR,Roadrunner/3EE,458,459,-1,0,25 of 42
16,23,23,ROYAL BLISS,BLACK RHINO,Kartel/Air Castle,449,459,-10,0,24 of 42
6,25,24,NOTHING MORE,YOU DON'T KNOW WHAT LOVE MEANS,Better Noise,448,458,-10,0,25 of 42
14,19,25,VOLBEAT,BECOMING,Republic,432,468,-36,0,29 of 42
19,21,26,I PREVAIL,BAD THINGS,Fearless/Concord,430,464,-34,0,21 of 42
8,28,27,MESSER,UNBREAKABLE (UNFVKWITABLE),Curtain Call,421,411,10,0,23 of 42
4,30,28,SEVVVEN,COLD,Wake Up! Music Rocks,419,390,29,0,18 of 42
5,31,29,BLACK OXYGEN,LACEYVILLE,Curtain Call,395,358,37,0,17 of 42
