WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
13,2,1,PAPA ROACH,CUT THE LINE,New Noize/ADA,874,806,68,3,33 of 38
9,4,2,GODSMACK,SOUL ON FIRE,BMG,829,789,40,1,30 of 38
7,5,3,AVENGED SEVENFOLD,NOBODY,Warner,810,765,45,1,33 of 38
12,1,4,LINKIN PARK,LOST,Warner,784,819,-35,0,27 of 38
5,6,5,METALLICA,72 SEASONS,Blackened/Q Prime,739,701,38,0,30 of 38
15,3,6,SHINEDOWN,DEAD DON'T DIE,Atlantic,708,792,-84,0,28 of 38
9,8,7,THE HU,THIS IS MONGOL,Better Noise,665,624,41,0,29 of 38
15,9,8,I PREVAIL,DEEP END,Concord,653,616,37,1,27 of 38
14,12,9,SALIVA,HIGH ON ME,Megaforce/FM,606,585,21,0,27 of 38
16,13,10,PISTOLS AT DAWN,UNDER THE SURFACE,CO5/Megaforce,589,562,27,0,23 of 38
2,30,11,FOO FIGHTERS,RESCUED,RCA,583,303,280,5,25 of 38
5,14,12,MAMMOTH WVH,ANOTHER CELEBRATION AT THE END OF THE WORLD,BMG,576,532,44,1,29 of 38
12,17,13,FALLING IN REVERSE,WATCH THE WORLD BURN,Epitaph,510,475,35,1,28 of 38
16,18,14,AVATAR,THE DIRT I'M BURIED IN,G&G,506,471,35,1,26 of 38
7,21,15,THE LOYAL ORDER,LAST WORDS,Bühner Media,498,422,76,0,16 of 38
5,24,16,FROM ASHES TO NEW,HATE ME TOO,Better Noise,455,381,74,1,26 of 38
7,22,17,JELLY ROLL,NEED A FAVOR (ROCK VERSION),Stoney Creek/BMG,434,413,21,1,23 of 38
6,25,18,WRITTEN BY WOLVES,GIVE 'EM HELL,Independent/Land Shark,430,357,73,0,18 of 38
22,15,19,HARDY,JACK,Big Loud Rock,408,494,-86,0,20 of 38
11,23,20,MUSE,KILL OR BE KILLED,Warner,405,392,13,1,25 of 38
5,27,21,SONS ON FIRE,COLLAPSE,Curtain Call,396,343,53,0,18 of 38
2,42,22,STAIND,LOWEST IN ME,Alchemy,393,227,166,5,24 of 38
15,11,23,DAUGHTRY,SEPARATE WAYS (WORLDS APART) FT. LZZY HALE,Dogtree/Big Machine,370,594,-224,0,24 of 38
4,32,24,AYRON JONES,BLOOD IN THE WATER,Big Machine/John Varvatos,361,298,63,2,25 of 38
6,34,25,KENNY DUBMAN,YOU BELONG,Emberstone & Raye,354,285,69,0,12 of 38
13,28,26,SAINT ASONIA,DEVASTATE,Spinefarm,346,331,15,1,22 of 38
4,31,27,ATREYU,WATCH ME BURN,Spinefarm/Land Shark,344,299,45,4,23 of 38
4,35,28,SMASH INTO PIECES,SIX FEET UNDER,Endless/Land Shark,328,282,46,0,17 of 38
4,36,29,DEFIANT,IGNITE THE SKY,Curtain Call,326,281,45,0,16 of 38
2,41,30,GHOST,JESUS HE KNOWS ME,Loma Vista/Concord,314,229,85,4,24 of 38
11,29,31,NONPOINT,HEARTLESS,361 Degrees,312,315,-3,0,20 of 38
2,37,32,GRETA VAN FLEET,MEETING THE MASTER,Republic,302,272,30,1,21 of 38
2,48,33,DISTURBED,UNSTOPPABLE,Warner,289,195,94,6,22 of 38
8,38,34,OTHERWISE,FULL DISCLOSURE,Mascot,279,269,10,2,18 of 38
25,7,35,POP EVIL,PARANOID (CRASH & BURN),Pop Evil/MNRK HEAVY/G&G,279,663,-384,0,25 of 38
3,40,36,FRAMING HANLEY,START A FIRE,Thermal,276,242,34,0,18 of 38
3,43,37,FIT FOR A KING,REACHING OUT,Solid State,266,220,46,0,17 of 38
19,26,38,MOTIONLESS IN WHITE,WEREWOLF,Roadrunner/EMG,257,347,-90,0,17 of 38
5,39,39,CITIZEN SOLDIER & ROYAL BLISS,THROUGH HELL,Citizen Soldier/Air Castle,251,261,-10,0,16 of 38
2,47,40,THE DEVIL WEARS PRADA,SALT,Solid State,244,196,48,1,18 of 38
10,33,41,OZZY OSBOURNE,A THOUSAND SHADES FT. JEFF BECK,Epic,240,290,-50,0,19 of 38
10,10,42,SEVENTH DAY SLUMBER,SURVIVING THE WASTELAND,Rockfest,223,611,-388,0,19 of 38
7,44,43,RISE AMONG RIVALS,CONVICTIONS,Independent,215,220,-5,0,14 of 38
