WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
30,1,1,SLEEP THEORY,NUMB,Epitaph,948,910,38,0,32 of 37
11,2,2,GREEN DAY,THE AMERICAN DREAM IS KILLING ME,Warner,834,863,-29,0,31 of 37
21,3,3,DAUGHTRY,ARTIFICIAL,Big Machine,833,839,-6,0,29 of 37
16,5,4,BAD WOLVES,LEGENDS NEVER DIE,Better Noise,752,726,26,2,31 of 37
16,4,5,STAIND,HERE AND NOW,Alchemy/CO5,746,741,5,0,26 of 37
11,8,6,FOZZY,SPOTLIGHT,The Orchard,714,677,37,0,32 of 37
20,6,7,MAMMOTH WVH,I'M ALRIGHT,BMG,699,714,-15,1,30 of 37
10,14,8,PAPA ROACH,LEAVE A LIGHT ON,New Noize,666,563,103,2,31 of 37
11,12,9,SHINEDOWN,A SYMPTOM OF BEING HUMAN,Atlantic/3EE,657,639,18,1,26 of 37
24,9,10,DIRTY HONEY,WON'T TAKE ME ALIVE,Dirt,636,651,-15,0,28 of 37
17,13,11,TIM MONTANA,DEVIL YOU KNOW,BBR/BMG,550,574,-24,0,23 of 37
15,15,12,BLINK-182,ONE MORE TIME,Columbia,533,543,-10,0,23 of 37
12,17,13,MIKE SHINODA,ALREADY OVER,Warner,497,474,23,0,24 of 37
23,7,14,FROM ASHES TO NEW,NIGHTMARE,Better Noise,461,693,-232,0,26 of 37
12,20,15,POINT NORTH,BELOW THE BELT (FT. SET IT OFF),Hopeless,458,424,34,0,26 of 37
14,16,16,THE BITES,KNOCKIN' ON THE DOOR,Earache,455,482,-27,0,15 of 37
8,25,17,HEARTS & HAND GRENADES,BURN (BY MY FIRE),Eclipse,446,386,60,0,19 of 37
14,18,18,ATREYU,GONE,Spinefarm/Land Shark,446,442,4,0,26 of 37
16,19,19,MOTIONLESS IN WHITE,SIGN OF LIFE,Roadrunner/3EE,411,441,-30,0,24 of 37
12,22,20,AVENGED SEVENFOLD,MATTEL,Warner,409,409,0,0,25 of 37
9,26,21,DISTURBED,DON'T TELL ME,Warner,386,384,2,2,23 of 37
8,27,22,FEAR OF WATER,CODEPENDENT PARASITES (FT. ELIAS SORIANO),FoW/Pasadena,382,328,54,0,19 of 37
8,30,23,SCOTT STAPP,HIGHER POWER,Shelter,380,300,80,2,23 of 37
8,29,24,WOLVES AT THE GATE,SWEETNESS,Solid State,354,313,41,0,18 of 37
13,23,25,NICKELBACK,SKINNY LITTLE MISSY,BMG,347,404,-57,0,26 of 37
22,21,26,BEARTOOTH,MIGHT LOVE MYSELF,Redbull/The Orchard,336,422,-86,0,20 of 37
7,34,27,IMMINENCE,DEATH BY A THOUSAND CUTS,Independent/Land Shark,332,273,59,0,16 of 37
14,28,28,ANY GIVEN SIN,DYNAMITE,Mascot/MLG,322,322,0,2,18 of 37
9,33,29,BUSH,NOWHERE TO GO BUT EVERYWHERE,Round Hill/The Orchard,298,280,18,0,17 of 37
7,37,30,NOVA SONS,SUPERMAN,SunRaye,276,246,30,0,16 of 37
22,24,31,FOO FIGHTERS,UNDER YOU,RCA,276,402,-126,0,16 of 37
23,32,32,THE STRUTS,TOO GOOD AT RAISING HELL,Big Machine,275,284,-9,0,17 of 37
10,36,33,KOBRA PAIGE,LOVE WHAT I HATE,Pasadena Records,254,246,8,1,18 of 37
5,47,34,DES ROCS,I AM THE LIGHTNING,Sumerian,253,183,70,3,14 of 37
5,42,35,DEAD POET SOCIETY,RUNNING IN CIRCLES,Spinefarm,252,202,50,3,20 of 37
11,31,36,WESTCREEK,LET ME BLEED,Wake Up! Music Rocks,248,296,-48,0,12 of 37
8,46,37,AUSTIN MEADE,BLACKOUT,Shelter,247,185,62,3,16 of 37
6,39,38,SCOTTY AUSTIN,PSYCHO SEX,Stryker/INgrooves,246,219,27,0,14 of 37
5,45,39,COLDWARDS,FLATLINE,Wake Up! Music Rocks,228,190,38,0,16 of 37
6,44,40,ROGUE ROYAL,NOW OR NEVER,SunRaye,225,202,23,0,14 of 37
11,10,41,WITHIN TEMPTATION,RITUAL,Force Music,206,644,-438,0,21 of 37
29,40,42,BLACK STONE CHERRY,NERVOUS,Mascot,203,210,-7,1,18 of 37
14,43,43,MADAME MAYHEM,GET IT RIGHT,Headball,200,202,-2,0,9 of 37
