WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
21,2,1,SLEEP THEORY,FALLOUT,Epitaph,995,968,27,0,32 of 37
16,1,2,"BILLY MORRISON, OZZY OSBOURNE & STEVE STEVENS",CRACK COCAINE,TLG/ZOID/Virgin,885,1004,-119,0,32 of 37
20,4,3,FAME ON FIRE,NIGHTMARE (THE DEVIL),Hopeless,797,791,6,0,28 of 37
5,5,4,FALLING IN REVERSE & JELLY ROLL,ALL MY LIFE,Epitaph,787,757,30,0,30 of 37
19,3,5,FROM ASHES TO NEW,BARELY BREATHING,Better Noise,755,794,-39,0,28 of 37
16,8,6,DAUGHTRY,PIECES,Big Machine,657,641,16,0,29 of 37
11,10,7,MOTLEY CRUE,DOGS OF WAR,Big Machine,653,625,28,0,27 of 37
5,13,8,THE OFFSPRING,MAKE IT ALL RIGHT,Concord,644,558,86,0,29 of 37
9,11,9,SHALLOW SIDE,FILTERS,Thermal,634,584,50,0,27 of 37
11,6,10,PEARL JAM,WRECKAGE,Republic,627,658,-31,0,25 of 37
15,12,11,WAGE WAR,MAGNETIC,Fearless/Concord,571,574,-3,0,25 of 37
11,14,12,STAIND,BETTER DAYS,Alchemy/CO5,543,540,3,0,26 of 37
6,21,13,GRIN CYNIC,LET ME GO,Pavement,504,409,95,2,20 of 37
7,16,14,ROYALE LYNN,DEATH WISH (FT. DANNY WORSNOP),Epitaph,471,484,-13,1,23 of 37
16,17,15,BAD OMENS,V.A.N (FT. POPPY),Sumerian,467,455,12,0,22 of 37
10,18,16,BLACK VEIL BRIDES,BLEEDERS,Spinefarm/Land Shark,465,430,35,0,26 of 37
14,7,17,FIVE FINGER DEATH PUNCH,THIS IS THE WAY (FT. DMX),Better Noise,464,657,-193,0,24 of 37
6,22,18,BLACKLITE DISTRICT,YOU CAN DO BETTER,AK19,463,408,55,0,18 of 37
6,19,19,FOZZY,ARMY OF ONE,Madison/The Orchard,453,418,35,1,24 of 37
4,20,20,HALESTORM & I PREVAIL,CAN YOU SEE ME IN THE DARK?,Atlantic,449,409,40,0,24 of 37
9,15,21,IMAGES OF EDEN,HERE COMES THE SUN,Pavement,434,510,-76,0,16 of 37
23,9,22,NOTHING MORE,IF IT DOESN'T HURT,Better Noise,431,633,-202,0,24 of 37
7,24,23,ATRIUM,SILENT LUCIDITY,Independent,420,381,39,0,16 of 37
4,29,24,INIMICAL DRIVE,VICTIM,In Detail/Land Shark,417,335,82,2,19 of 37
7,26,25,FREEMOOR,SHINE,Independent,405,355,50,0,16 of 37
18,23,26,SET IT OFF,FAKE ASS FRIENDS,Why Worry/Stem,402,392,10,2,23 of 37
4,27,27,A DAY TO REMEMBER,FEEDBACK,Fueled By Ramen/3eE,377,347,30,0,22 of 37
9,25,28,TIM MONTANA,SAVAGE,Music Knox/BBR/BMG,376,377,-1,0,23 of 37
5,28,29,BRING ME THE HORIZON,TOP 10 STATUES THAT CRIED BLOOD,Columbia,371,346,25,1,23 of 37
9,30,30,ABOVE SNAKES,RIDE AND DIE,Independent,300,308,-8,0,17 of 37
13,32,31,MOON FEVER,FOREVER SLEEP,Astro/Amplify,296,299,-3,0,19 of 37
2,35,32,MYLES KENNEDY,SAY WHAT YOU WILL,Napalm,290,243,47,2,19 of 37
3,39,33,BLACKLIST UNION,HORNS AND HALOS,BLU,286,230,56,0,19 of 37
16,31,34,P.O.D.,AFRAID TO DIE,Mascot/MLG,285,306,-21,1,24 of 37
2,42,35,THE ALMAS,LIFELINE,Wake Up! Music Rocks,272,219,53,0,11 of 37
6,37,36,PLUSH,RUN,Pavement,246,237,9,1,17 of 37
2,46,37,STRIPPING THE PISTOL,HOPE,TLG/ZOID/Virgin,241,185,56,2,17 of 37
12,36,38,COLDWARDS,THE FIRE INSIDE,Wake Up! Music Rocks,232,242,-10,0,11 of 37
2,48,39,MESSER,FIND OUT,Maddpants/ONErpm/FM,223,178,45,2,17 of 37
1,-,40,SEETHER,JUDAS MIND,Concord,211,0,211,17,17 of 37
3,43,41,NONPOINT,UNDERDOG,361 Degrees,210,209,1,0,14 of 37
1,51,42,KITTIE,WE ARE SHADOWS,Sumerian,190,173,17,1,16 of 37
1,56,43,ALL THAT REMAINS,LET YOU GO,Independent,186,137,49,0,13 of 37
7,41,44,PALAYE ROYALE,DEAD TO ME,Sumerian,186,222,-36,0,12 of 37
1,59,45,VENREZ,CROSSED THE LINE,Wake Up! Music Rocks,185,121,64,1,14 of 37
1,60,46,THE FUNERAL PORTRAIT,SUFFOCATE CITY,Better Noise,184,119,65,4,12 of 37
8,49,47,SUM 41,LANDMINES,BMG,175,176,-1,0,8 of 37
20,34,48,METALLICA,SCREAMING SUICIDE,Blackened/Q Prime,170,259,-89,0,15 of 37
26,47,49,BEARTOOTH,I WAS ALIVE,Red Bull,167,183,-16,0,8 of 37
24,44,50,BLACK STONE CHERRY,WHEN THE PAIN COMES,Mascot/MLG,161,205,-44,0,13 of 37
17,45,51,LINES OF LOYALTY,HURTS TO BE HUMAN,C3&B/CO5,158,196,-38,0,10 of 37
21,40,52,GODSMACK,TRUTH,BMG,154,226,-72,0,11 of 37
-,55,53,ONI,CONTROL,Independent/CO5,147,143,4,0,11 of 37
22,53,54,FOO FIGHTERS,THE GLASS,RCA,140,155,-15,0,8 of 37
-,69,55,DARK REMEDY,GUILTY AS CHARGED,Wake Up! Music Rocks,138,98,40,0,7 of 37
18,52,56,THE WARNING,S!CK,Lava/Republic,138,163,-25,0,11 of 37
19,38,57,HARDY,ROCKSTAR,Big Loud Rock,138,231,-93,0,7 of 37
-,54,58,PIERCE THE VEIL,KARMA POLICE,Concord,135,148,-13,0,14 of 37
20,50,59,LINKIN PARK,FRIENDLY FIRE,Warner,135,175,-40,0,10 of 37
-,58,60,HIGHLY SUSPECT,SUMMERTIME VOODOO,Roadrunner/3eE,132,128,4,1,11 of 37
-,65,61,JESSE JAMES DUPREE,STRANDED,Mighty Loud,129,107,22,1,9 of 37
-,63,62,RAIN CITY DRIVE,MEDICATE ME,Thriller,126,109,17,1,7 of 37
21,61,63,DAYSEEKER,DREAMSTATE,Spinefarm/Land Shark,121,118,3,0,6 of 37
-,111,64,NEW DILEMMA,RUN AND HIDE,Pavement,118,42,76,5,12 of 37
-,76,65,STONE HORSES,FREE,Broken World/Land Shark,112,79,33,0,10 of 37
-,80,66,DIRTY HONEY,DON'T PUT OUT THE FIRE,Dirt,104,77,27,3,9 of 37
-,70,67,DEVOUR THE DAY,EMPTY,A Window In,104,98,6,0,5 of 37
16,57,68,THE GHOST INSIDE,WASH IT AWAY,Epitaph,101,132,-31,0,15 of 37
-,81,69,311,YOU'RE GONNA GET IT,CO5,97,72,25,0,10 of 37
17,67,70,ASKING ALEXANDRIA,DARK VOID,Better Noise,96,102,-6,0,5 of 37
-,72,71,SUBLIME & STICK FIGURE,FEEL LIKE THAT FT. BRADLEY NOWELL,Regime,95,95,0,0,9 of 37
-,71,72,ISLANDER,WHAT A TIME TO BE ALIVE,Independent/Land Shark,93,96,-3,0,8 of 37
21,68,73,GREEN DAY,DILEMMA,Warner,93,102,-9,0,5 of 37
23,74,74,SCOTT STAPP,HIGHER POWER,Shelter,86,84,2,0,4 of 37
11,66,75,THE PLOT IN YOU,CLOSURE,Concord,83,104,-21,0,8 of 37
18,62,76,SAINT ASONIA,WOLF FT. JOHN COOPER,Spinefarm,83,110,-27,0,5 of 37
29,79,77,ANY GIVEN SIN,DYNAMITE,Mascot/MLG,82,79,3,0,3 of 37
9,78,78,SOCIETY OF VILLAINS,SMOKE AND TROUBLE,CloudKid/Pasadena,82,79,3,0,4 of 37
-,102,79,POPPY,NEW WAY OUT,Sumerian,80,47,33,3,9 of 37
-,147,80,HARDY,PSYCHO,Big Loud Rock/Big Loud,79,19,60,5,8 of 37
-,-,81,EMPIIRES,NEVER ENOUGH,TLG/ZOID/Virgin,75,0,75,10,10 of 37
