WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
11,1,1,SEETHER,JUDAS MIND,Concord,806,829,-23,0,29 of 36
14,2,2,HALESTORM & I PREVAIL,CAN YOU SEE ME IN THE DARK?,Atlantic,713,727,-14,1,26 of 36
19,3,3,SHALLOW SIDE,FILTERS,Thermal,700,688,12,0,26 of 36
6,5,4,POP EVIL,WHAT REMAINS,MNRK Heavy/G&G,671,631,40,1,32 of 36
15,4,5,BRING ME THE HORIZON,TOP 10 STATUES THAT CRIED BLOOD,Columbia,645,632,13,0,25 of 36
14,6,6,A DAY TO REMEMBER,FEEDBACK,Fueled By Ramen/3eE,635,583,52,0,25 of 36
2,18,7,LINKIN PARK,THE EMPTINESS MACHINE,Warner,628,396,232,4,30 of 36
8,11,8,DOROTHY,MUD,Roc Nation,619,538,81,0,24 of 36
11,10,9,THE FUNERAL PORTRAIT,SUFFOCATE CITY,Better Noise,564,542,22,2,21 of 36
12,9,10,MESSER,FIND OUT,Maddpants/ONErpm/FM,545,557,-12,0,23 of 36
20,7,11,BLACK VEIL BRIDES,BLEEDERS,Spinefarm/Land Shark,530,572,-42,0,24 of 36
13,14,12,BLACKLIST UNION,HORNS AND HALOS,BLU,493,460,33,0,22 of 36
15,8,13,THE OFFSPRING,MAKE IT ALL RIGHT,Concord,482,572,-90,0,23 of 36
8,16,14,AMERICAN PROGRESS,OUTLAW,Independent,473,426,47,0,15 of 36
7,15,15,FINGER ELEVEN,ADRENALINE,Better Noise,448,431,17,1,23 of 36
4,19,16,NOTHING MORE,ANGEL SONG (FT. DAVID DRAIMAN),Better Noise,443,387,56,2,22 of 36
6,21,17,SMASHING PUMPKINS,SIGHOMMI,Thirty Tigers,426,383,43,0,22 of 36
12,17,18,MYLES KENNEDY,SAY WHAT YOU WILL,Napalm,421,416,5,0,21 of 36
26,12,19,DAUGHTRY,PIECES,Big Machine,400,477,-77,0,20 of 36
4,27,20,HEARTS & HAND GRENADES,BREATHE INTO ME,Independent,374,299,75,0,16 of 36
3,23,21,SLEEP THEORY,STUCK IN MY HEAD,Epitaph,368,341,27,0,24 of 36
19,24,22,TIM MONTANA,SAVAGE,Music Knox/BBR/BMG,361,339,22,1,17 of 36
8,20,23,JERRY CANTRELL,VILIFIED,Double J,354,387,-33,0,20 of 36
10,25,24,HARDY,PSYCHO,Big Loud Rock/Big Loud,348,338,10,0,20 of 36
3,29,25,SHIM,STING LIKE A BITCH,Curtain Call,345,297,48,0,17 of 36
7,28,26,BADFLOWER,DETROIT,Big Machine,345,299,46,1,19 of 36
4,34,27,JELLY ROLL,LIAR,BMG,330,277,53,0,18 of 36
7,30,28,FLAT BLACK,A BIT OF LIGHTNING,Concord,326,295,31,1,20 of 36
5,33,29,WOLVES OF TOMORROW,RAVENS TEARS,Independent,324,279,45,0,16 of 36
10,26,30,DIRTY HONEY,DON'T PUT OUT THE FIRE,Dirt,292,318,-26,0,16 of 36
