WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
20,2,1,SLEEP THEORY,NUMB,Epitaph,798,796,2,0,30 of 37
12,5,2,BEARTOOTH,MIGHT LOVE MYSELF,Redbull/The Orchard,766,739,27,0,28 of 37
24,4,3,POP EVIL,SKELETONS,MNRK/G&G,766,769,-3,0,30 of 37
11,3,4,METALLICA,TOO FAR GONE?,Blackened/Q Prime,727,796,-69,0,31 of 37
12,6,5,FOO FIGHTERS,UNDER YOU,RCA,682,736,-54,0,26 of 37
11,10,6,DAUGHTRY,ARTIFICIAL,Big Machine,638,556,82,0,27 of 37
13,8,7,FROM ASHES TO NEW,NIGHTMARE,Better Noise,631,602,29,0,26 of 37
5,9,8,BLINK-182,ONE MORE TIME,Columbia,629,575,54,0,26 of 37
23,1,9,SEVENDUST,EVERYTHING,Napalm,609,813,-204,0,30 of 37
14,14,10,DIRTY HONEY,WON'T TAKE ME ALIVE,Dirt,582,517,65,0,27 of 37
18,7,11,ASKING ALEXANDRIA,PSYCHO,Better Noise,578,690,-112,0,28 of 37
10,12,12,MAMMOTH WVH,I'M ALRIGHT,BMG,568,540,28,0,29 of 37
6,13,13,STAIND,HERE AND NOW,Alchemy/CO5,566,525,41,0,27 of 37
9,17,14,ATRIUM,WARRIOR IN THE GARDEN,Curtain Call,529,478,51,1,16 of 37
7,21,15,CHAINS OVER RAZORS,MEGALOMANIAC,Deko,518,441,77,0,16 of 37
11,16,16,PISTOLS AT DAWN,FLY,Megaforce/Amplify,488,479,9,0,23 of 37
27,19,17,SHALLOW SIDE,YOU'RE THE REASON,Thermal,463,472,-9,0,20 of 37
20,15,18,NITA STRAUSS,VICTORIOUS (FT. DOROTHY),Sumerian,461,492,-31,0,24 of 37
7,22,19,PARKWAY DRIVE,DARKER STILL,Epitaph,441,416,25,0,24 of 37
6,24,20,BAD WOLVES,LEGENDS NEVER DIE,Better Noise,439,399,40,2,23 of 37
6,25,21,MAGDALENE ROSE,A BAD RESIDENTIAL FT. UNDEROATH,Rockfest,419,376,43,0,16 of 37
18,23,22,HARDY,SOLD OUT,Big Loud Rock/Big Loud,385,414,-29,0,20 of 37
6,28,23,MOTIONLESS IN WHITE,SIGN OF LIFE,Roadrunner/3ee,374,354,20,1,22 of 37
4,31,24,DARK REMEDY,POSSESSION,Von Artists LTD,367,321,46,0,16 of 37
4,29,25,MADAME MAYHEM,GET IT RIGHT,Headball,350,333,17,0,20 of 37
7,30,26,TIM MONTANA,DEVIL YOU KNOW,BBR/BMG,338,327,11,1,20 of 37
4,32,27,ATREYU,GONE,Spinefarm/Land Shark,330,297,33,1,23 of 37
