WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
9,2,1,BILLY MORRISON & OZZY OSBOURNE,CRACK COCAINE FT. STEVE STEVENS,TLG/ZOID/Virgin,877,852,25,2,33 of 37
16,1,2,NOTHING MORE,IF IT DOESN'T HURT,Better Noise,876,907,-31,0,32 of 37
7,3,3,FIVE FINGER DEATH PUNCH,THIS IS THE WAY (FT. DMX),Better Noise,846,833,13,0,30 of 37
14,4,4,SLEEP THEORY,FALLOUT,Epitaph,792,783,9,0,32 of 37
15,5,5,GODSMACK,TRUTH,BMG,722,768,-46,0,30 of 37
12,6,6,FROM ASHES TO NEW,BARELY BREATHING,Better Noise,702,673,29,0,28 of 37
13,9,7,FAME ON FIRE,NIGHTMARE (THE DEVIL),Hopeless,635,631,4,1,26 of 37
13,8,8,METALLICA,SCREAMING SUICIDE,Blackened/Q Prime,615,664,-49,0,28 of 37
11,12,9,THE GHOST INSIDE,WASH IT AWAY,Epitaph,566,539,27,2,27 of 37
8,14,10,LIGHTWORKER,EVERGREEN,Solid State,559,512,47,0,20 of 37
9,15,11,KUARANTINE,GOOD GIRL GONE BAD,Madison/The Orchard,547,498,49,0,18 of 37
6,20,12,A KILLER'S CONFESSION,GREED,MNRK Heavy,527,457,70,0,19 of 37
4,13,13,MOTLEY CRUE,DOGS OF WAR,Big Machine,522,524,-2,0,24 of 37
19,11,14,BEARTOOTH,I WAS ALIVE,Red Bull,491,605,-114,0,23 of 37
13,17,15,THE WARNING,S!CK,Lava/Republic,486,489,-3,0,23 of 37
9,19,16,DAUGHTRY,PIECES,Big Machine,479,470,9,0,27 of 37
17,10,17,GREEN DAY,DILEMMA,Warner,477,606,-129,0,21 of 37
5,27,18,ONCE AROUND,LOVE AND WAR,Independent,461,377,84,0,17 of 37
5,23,19,SWIM THE CURRENT,SO LOW,TLG/ZOID/Virgin,443,410,33,0,17 of 37
4,28,20,PEARL JAM,WRECKAGE,Republic,434,364,70,1,20 of 37
5,31,21,HANNAH CUTT,DIRTY ENOUGH FOR HARDCORE,Dark Eyes,421,336,85,0,19 of 37
17,22,22,BLACK STONE CHERRY,WHEN THE PAIN COMES,Mascot/MLG,418,428,-10,0,22 of 37
8,24,23,WAGE WAR,MAGNETIC,Fearless/Concord,408,400,8,0,24 of 37
18,25,24,DAYSEEKER,DREAMSTATE,Spinefarm/Land Shark,396,389,7,0,19 of 37
6,26,25,SOCIETY OF VILLAINS,SMOKE AND TROUBLE,CloudKid/Pasadena,387,388,-1,0,19 of 37
14,21,26,LINKIN PARK,FRIENDLY FIRE,Warner,369,452,-83,0,16 of 37
13,30,27,HARDY,ROCKSTAR,Big Loud Rock,352,342,10,0,14 of 37
4,29,28,STAIND,BETTER DAYS,Alchemy/CO5,347,358,-11,2,19 of 37
3,37,29,STRIPPING THE PISTOL,BLACK REFLECTIONS,TLG/ZOID/Virgin,343,295,48,0,17 of 37
3,36,30,BLACK VEIL BRIDES,BLEEDERS,Spinefarm/Land Shark,338,307,31,0,23 of 37
9,33,31,BAD OMENS,V.A.N (FT. POPPY),Sumerian,325,314,11,1,16 of 37
2,39,32,SHALLOW SIDE,FILTERS,Thermal,316,281,35,0,20 of 37
9,34,33,P.O.D.,AFRAID TO DIE,Mascot/MLG,313,310,3,0,21 of 37
4,38,34,PAUL BENJAMAN BAND,MY BAD SIDE WANTS A GOOD TIME,Pasadena,311,289,22,0,16 of 37
11,32,35,SET IT OFF,FAKE ASS FRIENDS,Why Worry/Stem,306,315,-9,0,19 of 37
25,16,36,DES ROCS,I AM THE LIGHTNING,Sumerian,293,492,-199,0,21 of 37
2,46,37,HEARTS & HAND GRENADES,OUR DARKEST NIGHT,Eclipse,286,234,52,0,16 of 37
11,41,38,LINES OF LOYALTY,HURTS TO BE HUMAN,C3&B/CO5,270,264,6,1,13 of 37
8,44,39,MESSER,THROW IT AWAY,Independent,261,248,13,1,18 of 37
6,42,40,MOON FEVER,FOREVER SLEEP,Astro/Amplify,258,254,4,0,16 of 37
2,48,41,IMAGES OF EDEN,HERE COMES THE SUN,Pavement,252,207,45,1,15 of 37
2,45,42,ABOVE SNAKES,RIDE AND DIE,Independent,252,239,13,0,17 of 37
5,43,43,COLDWARDS,THE FIRE INSIDE,Wake Up Music Rocks!,252,252,0,0,12 of 37
2,47,44,TIM MONTANA,SAVAGE,Music Knox/BBR/BMG,242,216,26,2,20 of 37
20,40,45,FOO FIGHTERS,THE GLASS,RCA,240,278,-38,0,14 of 37
3,55,46,SUM 41,LANDMINES,BMG,235,190,45,0,10 of 37
10,7,47,FEAR OF WATER,SYSTEMIC FT. AARON NORDSTROM,FoW/Pasadena,220,671,-451,0,21 of 37
25,35,48,DEAD POET SOCIETY,RUNNING IN CIRCLES,Spinefarm,211,309,-98,0,17 of 37
10,51,49,THE PLOT IN YOU,CLOSURE,Concord,203,202,1,0,15 of 37
6,50,50,KEITH WALLEN,HEADSPACE HOLIDAY,BMG,195,204,-9,0,15 of 37
-,53,51,PALAYE ROYALE,DEAD TO ME,Sumerian,191,193,-2,0,12 of 37
-,58,52,ROYALE LYNN,DEATH WISH (FT. DANNY WORSNOP),Epitaph,187,152,35,1,17 of 37
-,57,53,ATRIUM,SILENT LUCIDITY,Independent,184,154,30,1,14 of 37
13,56,54,JUDAS PRIEST,CROWN OF HORNS,Epic,182,175,7,0,13 of 37
18,49,55,SAINT ASONIA,WOLF FT. JOHN COOPER,Spinefarm,182,207,-25,0,11 of 37
-,65,56,DOOR 13,NOW,Curtain Call,178,120,58,2,16 of 37
-,67,57,FREEMOOR,SHINE,Independent,166,118,48,1,16 of 37
17,54,58,ASKING ALEXANDRIA,DARK VOID,Better Noise,163,191,-28,0,9 of 37
12,52,59,PEARL JAM,DARK MATTER,Repbulic,153,194,-41,0,9 of 37
-,60,60,DIRTY HONEY,COMING HOME (BALLAD OF THE SHIRE),Dirt,150,132,18,0,10 of 37
-,59,61,PLUSH,RUN,Pavement,148,145,3,0,12 of 37
-,61,62,PIERCE THE VEIL,KARMA POLICE,Concord,146,124,22,1,13 of 37
-,93,63,THE ALMAS,LIFELINE,Wake Up Music Rocks!,124,47,77,6,12 of 37
-,66,64,KALAMITY KILLS,THE CHEMISTRY OF MEANT TO BE,Pero,118,119,-1,0,8 of 37
5,64,65,VELVET CHAINS,STUCK AGAINST A WALL,WWWD/Motor/CO5,116,122,-6,0,7 of 37
10,68,66,ETCHED IN EMBERS,HAPPY SONG,Independent,107,108,-1,0,8 of 37
-,74,67,CAGE THE ELEPHANT,NEON PILL,QPrime/RCA,104,86,18,0,5 of 37
13,62,68,THE BLACK CROWES,WANTING AND WAITING,Silver Lining/Red Light,99,124,-25,0,6 of 37
23,70,69,SCOTT STAPP,HIGHER POWER,Shelter,97,96,1,0,5 of 37
29,71,70,ANY GIVEN SIN,DYNAMITE,Mascot/MLG,95,95,0,0,4 of 37
12,69,71,THE BLACK KEYS,BEAUTIFUL PEOPLE (STAY HIGH),Nonesuch/Warner,94,104,-10,0,5 of 37
16,63,72,COREY TAYLOR,WE ARE THE REST,BMG,93,123,-30,0,8 of 37
-,72,73,SCARLET VIEW,THE CHASE,Independent,89,89,0,0,6 of 37
23,73,74,DISTURBED,DON'T TELL ME,Warner,88,86,2,0,5 of 37
-,150,75,GRIN CYNIC,LET ME GO,Pavement,87,17,70,10,11 of 37
28,77,76,ATREYU,GONE,Spinefarm/Land Shark,84,85,-1,0,6 of 37
27,75,77,BAD WOLVES,LEGENDS NEVER DIE,Better Noise,84,85,-1,0,5 of 37
-,101,78,BLACKLITE DISTRICT,YOU CAN DO BETTER,AK19,83,42,41,4,11 of 37
24,79,79,PAPA ROACH,LEAVE A LIGHT ON,New Noize,79,77,2,0,5 of 37
21,78,80,SHINEDOWN,A SYMPTOM OF BEING HUMAN,Atlantic/3EE,76,78,-2,0,5 of 37
6,18,81,CHAINS OVER RAZORS,GOODBYE TO SOVEREIGNTY,Deko,70,488,-418,0,17 of 37
10,80,82,BLIND CHANNEL,DEADZONE,Motor/CO5,68,76,-8,0,4 of 37
25,83,83,FOZZY,SPOTLIGHT,The Orchard,61,60,1,0,4 of 37
-,76,84,HOT FOR CRIME,SO GOOD,Dangerous8/Amplify,60,85,-25,0,5 of 37
-,85,85,THE WORD ALIVE,RISE (REDUX),Thriller,59,59,0,0,4 of 37
25,84,86,MOTIONLESS IN WHITE,SIGN OF LIFE,Roadrunner/3EE,59,60,-1,0,2 of 37
-,86,87,AUTUMN KINGS,SLEEP WHEN I'M DEAD,Land Shark,58,58,0,0,3 of 37
9,82,88,ROGUE ROYAL,NOVOCAINE,SunRaye,58,69,-11,0,5 of 37
-,88,89,STRATEJACKET,BAD START,Edgeout/UMe,57,51,6,1,8 of 37
-,-,90,NONPOINT,UNDERDOG,361 Degrees,56,0,56,6,6 of 37
13,87,91,NOVA SONS,SUPERMAN,SunRaye,54,57,-3,0,3 of 37
4,90,92,JERIS JOHNSON,WHEN THE DARKNESS COMES,Scrappy,50,50,0,0,2 of 37
-,115,93,THE BLACK CROWES,BEDSIDE MANNERS,Silver Lining/Red Light,49,30,19,1,3 of 37
-,89,94,BRING ME THE HORIZON,KOOL-AID,Columbia,49,50,-1,0,4 of 37
17,96,95,AUSTIN MEADE,BLACKOUT,Shelter,48,46,2,0,3 of 37
-,92,96,HED PE,WAITING,Regime,48,48,0,0,3 of 37
22,94,97,POINT NORTH,BELOW THE BELT (FT. SET IT OFF),Hopeless,46,47,-1,0,5 of 37
-,110,98,COLLECTIVE SOUL,MOTHER'S LOVE,Fuzze-Flex,45,33,12,1,3 of 37
-,98,99,RIDING WITH KILLERS,HOSTILITY,Independent/New Ocean,45,44,1,0,3 of 37
-,100,100,AVENGED SEVENFOLD,COSMIC,Warner,44,43,1,0,2 of 37
-,97,101,EYES LIKE MIDNIGHT,DIGITAL DEITY,Eyes Like Midnight/Land Shark,44,44,0,0,6 of 37
-,95,102,SILENT SEASON,HOPELESS,Independent,44,47,-3,0,3 of 37
2,91,103,AMBER WILD,SILVER,New Ocean,44,49,-5,0,3 of 37
-,102,104,CITIZEN SOLDIER,DEAD END LIFE,Independent,40,40,0,0,2 of 37
3,106,105,SEBASTIAN BACH,WHAT DO I GOT TO LOSE?,Reigning Phoenix/CO5,39,38,1,0,5 of 37
