WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
18,2,1,POINT NORTH,SAFE AND SOUND,Hopeless,837,758,79,1,30 of 38
15,1,2,COREY TAYLOR,BEYOND,BMG,831,844,-13,0,32 of 38
16,4,3,POP EVIL,SKELETONS,MNRK/G&G,765,718,47,0,31 of 38
22,3,4,AYRON JONES,BLOOD IN THE WATER,Big Machine/John Varvatos,739,727,12,0,29 of 38
8,6,5,FALLING IN REVERSE,LAST RESORT (REIMAGINED),Epitaph,713,679,34,1,29 of 38
10,5,6,ASKING ALEXANDRIA,PSYCHO,Better Noise,712,711,1,0,30 of 38
15,8,7,SEVENDUST,EVERYTHING,Napalm,696,665,31,0,33 of 38
3,15,8,METALLICA,TOO FAR GONE?,Blackened/Q Prime,652,514,138,1,30 of 38
14,9,9,BAD OMENS,THE DEATH OF PEACE OF MIND,Sumerian,651,645,6,0,27 of 38
34,7,10,AVATAR,THE DIRT I'M BURIED IN,G&G,631,669,-38,0,25 of 38
4,12,11,FOO FIGHTERS,UNDER YOU,RCA,611,580,31,0,26 of 38
12,13,12,SLEEP THEORY,NUMB,Epitaph,602,571,31,0,23 of 38
7,16,13,SILENT THEORY,JUST MY LUCK FT. JOSEY SCOTT,Silent Theory/OneRPM,594,514,80,0,20 of 38
12,11,14,NITA STRAUSS,VICTORIOUS (FT. DOROTHY),Sumerian,573,583,-10,0,29 of 38
20,10,15,DISTURBED,UNSTOPPABLE,Warner,554,638,-84,0,24 of 38
11,19,16,DOPESICK,TAKE ME,Wake Up! Music Rocks,528,476,52,0,15 of 38
6,27,17,VENREZ,EACH AND EVERY DAY,Pavement,514,361,153,0,15 of 38
19,18,18,SHALLOW SIDE,YOU'RE THE REASON,Thermal,495,479,16,0,21 of 38
9,23,19,DARK BELOW,MAKE BELIEVE,JPS,470,394,76,0,19 of 38
20,17,20,STAIND,LOWEST IN ME,Alchemy,446,499,-53,0,19 of 38
6,24,21,DIRTY HONEY,WON'T TAKE ME ALIVE,Dirt,405,388,17,1,24 of 38
6,29,22,HANNAH CUTT,HAPPY IN HELL,Dark Eyes,401,346,55,1,16 of 38
10,28,23,HARDY,SOLD OUT,Big Loud Rock/Big Loud,389,357,32,0,20 of 38
2,37,24,GUNS N ROSES,PERHAPS,Geffen/Interscope,386,275,111,4,22 of 38
17,14,25,BUSH,ALL THINGS MUST CHANGE,BMG,379,528,-149,0,28 of 38
6,31,26,NOVA SONS,PSYCHOPATH,Emberstone & Raye,372,340,32,0,16 of 38
3,38,27,DAUGHTRY,ARTIFICIAL,Big Machine,362,275,87,3,23 of 38
4,30,28,BEARTOOTH,MIGHT LOVE MYSELF,Redbull/The Orchard,351,343,8,0,23 of 38
16,32,29,SET IT OFF,PUNCHING BAG,Why Worry/Stem,343,338,5,0,22 of 38
25,26,30,JELLY ROLL,NEED A FAVOR (ROCK VERSION),Stoney Creek/BMG,335,381,-46,0,18 of 38
5,35,31,FROM ASHES TO NEW,NIGHTMARE,Better Noise,329,278,51,3,23 of 38
6,33,32,GRETA VAN FLEET,THE FALLING SKY,Republic,318,304,14,0,21 of 38
4,40,33,DEFYING DECAY,CLOUDS,CB Ent.,309,258,51,0,15 of 38
12,25,34,THE HU,BLACK THUNDER,Better Noise,294,382,-88,0,23 of 38
4,34,35,DARK REMEDY,NOW OR NEVER,Von Artists LTD,293,279,14,0,19 of 38
3,41,36,PISTOLS AT DAWN,FLY,Megaforce/Amplify,292,254,38,1,20 of 38
25,20,37,AVENGED SEVENFOLD,NOBODY,Warner,284,437,-153,0,17 of 38
2,46,38,MAMMOTH WVH,I'M ALRIGHT,BMG,276,196,80,3,20 of 38
5,39,39,THE ALMAS,CROWNS,Wake Up Music Rocks,273,264,9,0,19 of 38
10,36,40,SKINDRED,GIMME THAT BOOM,Earache,259,276,-17,0,19 of 38
2,45,41,COLDWARDS,BAD NEWS,Wake Up! Music Rocks,254,198,56,1,19 of 38
5,44,42,THE STRUTS,TOO GOOD AT RAISING HELL,Big Machine,253,202,51,3,18 of 38
2,48,43,WITHIN TEMPTATION,BLEED OUT,Force Music,245,187,58,2,19 of 38
2,47,44,DEFIANT,BOYS DON'T CRY,Curtain Call,227,192,35,0,14 of 38
11,42,45,BLACK STONE CHERRY,NERVOUS,Mascot,220,225,-5,0,16 of 38
5,43,46,IN THIS MOMENT,THE PURGE,BMG,214,213,1,0,17 of 38
2,50,47,BLACKLIST UNION,DIRTY HALO,BLU,213,180,33,1,14 of 38
16,22,48,PLUSH,LEFT BEHIND,Pavement,190,401,-211,0,21 of 38
1,55,49,SAVING ABEL,FIRE,Motor/CO5,187,167,20,0,17 of 38
1,67,50,ATRIUM,WARRIOR IN THE GARDEN,Curtain Call,186,102,84,1,15 of 38
-,51,51,EDGE OF PARADISE,HOLOGRAM,Frontiers,177,178,-1,0,16 of 38
18,54,52,FOO FIGHTERS,RESCUED,RCA,175,174,1,0,13 of 38
1,52,53,ABOVE SNAKES,CRASH N' BURN,Independent,172,175,-3,0,6 of 38
-,56,54,EVA UNDER FIRE,UNSTOPPABLE FT. COREY MARKS,Better Noise,165,151,14,1,11 of 38
-,59,55,KENNY DUBMAN,ROBBING YOU BLIND,Emberstone & Raye,163,141,22,0,10 of 38
-,60,56,STITCHED UP HEART,POSSESS ME,Another Century/The Orchard/Skateboard,153,138,15,0,10 of 38
13,49,57,SAUL,A MILLION MILES,Spinefarm/Land Shark,146,183,-37,0,19 of 38
1,61,58,THE WARNING,MORE,Republic,144,135,9,0,11 of 38
-,62,59,ROYAL BLOOD,PULL ME THROUGH,Warner,136,132,4,0,13 of 38
20,53,60,ATREYU,WATCH ME BURN,Spinefarm/Land Shark,133,175,-42,0,13 of 38
-,57,61,DES ROCS,NEVER ENDING MOMENT,Sumerian,126,148,-22,0,11 of 38
-,65,62,WAKE ME,FEMALE,Independent/Land Shark,118,118,0,0,4 of 38
-,64,63,FILTER,OBLITERATION,Golden Robot,118,119,-1,1,13 of 38
-,71,64,MOLLY D'AGO,MY SWEET BURNING HEART,Wake Up! Music Rocks,115,94,21,1,10 of 38
-,82,65,THE BITES,KNOCKIN' ON THE DOOR,Earache,114,70,44,9,15 of 38
