WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
12,1,1,"BILLY MORRISON, OZZY OSBOURNE & STEVE STEVENS",CRACK COCAINE,TLG/ZOID/Virgin,1086,1039,47,0,33 of 37
19,2,2,NOTHING MORE,IF IT DOESN'T HURT,Better Noise,916,952,-36,0,31 of 37
17,4,3,SLEEP THEORY,FALLOUT,Epitaph,899,867,32,0,32 of 37
10,3,4,FIVE FINGER DEATH PUNCH,THIS IS THE WAY (FT. DMX),Better Noise,832,914,-82,0,30 of 37
15,5,5,FROM ASHES TO NEW,BARELY BREATHING,Better Noise,779,755,24,0,28 of 37
16,6,6,FAME ON FIRE,NIGHTMARE (THE DEVIL),Hopeless,749,717,32,0,28 of 37
12,10,7,DAUGHTRY,PIECES,Big Machine,610,560,50,1,29 of 37
7,9,8,MOTLEY CRUE,DOGS OF WAR,Big Machine,580,568,12,0,27 of 37
7,11,9,PEARL JAM,WRECKAGE,Republic,577,545,32,0,23 of 37
14,7,10,THE GHOST INSIDE,WASH IT AWAY,Epitaph,572,610,-38,0,28 of 37
8,14,11,SWIM THE CURRENT,SO LOW,TLG/ZOID/Virgin,545,496,49,0,17 of 37
5,20,12,HEARTS & HAND GRENADES,OUR DARKEST NIGHT,Eclipse,525,419,106,0,17 of 37
11,15,13,WAGE WAR,MAGNETIC,Fearless/Concord,508,458,50,1,26 of 37
7,13,14,STAIND,BETTER DAYS,Alchemy/CO5,495,500,-5,0,23 of 37
6,17,15,STRIPPING THE PISTOL,BLACK REFLECTIONS,TLG/ZOID/Virgin,463,435,28,0,18 of 37
1,51,16,FALLING IN REVERSE & JELLY ROLL,ALL MY LIFE,Epitaph,459,174,285,8,27 of 37
18,8,17,GODSMACK,TRUTH,BMG,452,600,-148,0,25 of 37
5,18,18,SHALLOW SIDE,FILTERS,Thermal,451,431,20,1,26 of 37
5,24,19,IMAGES OF EDEN,HERE COMES THE SUN,Pavement,423,359,64,0,16 of 37
16,12,20,THE WARNING,S!CK,Lava/Republic,418,501,-83,0,24 of 37
6,21,21,BLACK VEIL BRIDES,BLEEDERS,Spinefarm/Land Shark,415,397,18,0,26 of 37
12,27,22,BAD OMENS,V.A.N (FT. POPPY),Sumerian,413,358,55,2,20 of 37
16,22,23,HARDY,ROCKSTAR,Big Loud Rock,407,386,21,0,15 of 37
7,25,24,PAUL BENJAMAN BAND,MY BAD SIDE WANTS A GOOD TIME,Pasadena,391,359,32,0,16 of 37
