WKS ON,LW POS,TW POS,ARTIST,TITLE,LABEL,TW SPIN,LW SPIN,(+/-),ADDS,STATIONS ON
21,2,1,SEVENDUST,EVERYTHING,Napalm,823,789,34,0,31 of 37
9,1,2,METALLICA,TOO FAR GONE?,Blackened/Q Prime,795,825,-30,0,32 of 37
22,3,3,POP EVIL,SKELETONS,MNRK/G&G,791,784,7,0,30 of 37
18,5,4,SLEEP THEORY,NUMB,Epitaph,784,753,31,2,30 of 37
10,6,5,FOO FIGHTERS,UNDER YOU,RCA,758,752,6,0,27 of 37
16,4,6,ASKING ALEXANDRIA,PSYCHO,Better Noise,757,771,-14,0,29 of 37
10,8,7,BEARTOOTH,MIGHT LOVE MYSELF,Redbull/The Orchard,704,662,42,1,28 of 37
11,11,8,FROM ASHES TO NEW,NIGHTMARE,Better Noise,592,561,31,0,26 of 37
8,9,9,GUNS N ROSES,PERHAPS,Geffen/Interscope,560,580,-20,0,25 of 37
14,7,10,FALLING IN REVERSE,LAST RESORT (REIMAGINED),Epitaph,551,691,-140,0,27 of 37
8,14,11,MAMMOTH WVH,I'M ALRIGHT,BMG,531,536,-5,0,30 of 37
12,19,12,GRETA VAN FLEET,THE FALLING SKY,Republic,530,495,35,1,27 of 37
9,13,13,DAUGHTRY,ARTIFICIAL,Big Machine,524,541,-17,0,26 of 37
10,15,14,DEFYING DECAY,CLOUDS,CB Ent.,520,514,6,0,15 of 37
4,23,15,STAIND,HERE AND NOW,Alchemy/CO5,505,421,84,1,27 of 37
3,25,16,BLINK-182,ONE MORE TIME,Columbia,502,404,98,2,24 of 37
18,18,17,NITA STRAUSS,VICTORIOUS (FT. DOROTHY),Sumerian,490,497,-7,0,25 of 37
25,16,18,SHALLOW SIDE,YOU'RE THE REASON,Thermal,483,512,-29,0,21 of 37
12,21,19,DIRTY HONEY,WON'T TAKE ME ALIVE,Dirt,467,454,13,0,26 of 37
11,22,20,THE ALMAS,CROWNS,Wake Up Music Rocks,458,425,33,0,15 of 37
9,24,21,PISTOLS AT DAWN,FLY,Megaforce/Amplify,454,412,42,0,23 of 37
20,17,22,BAD OMENS,THE DEATH OF PEACE OF MIND,Sumerian,444,510,-66,0,21 of 37
7,27,23,ATRIUM,WARRIOR IN THE GARDEN,Curtain Call,431,371,60,0,15 of 37
16,20,24,HARDY,SOLD OUT,Big Loud Rock/Big Loud,419,479,-60,0,21 of 37
5,28,25,PARKWAY DRIVE,DARKER STILL,Epitaph,392,348,44,1,24 of 37
5,29,26,CHAINS OVER RAZORS,MEGALOMANIAC,Deko,386,342,44,0,16 of 37
4,33,27,BAD WOLVES,LEGENDS NEVER DIE,Better Noise,330,296,34,1,19 of 37
4,36,28,MAGDALENE ROSE,A BAD RESIDENTIAL FT. UNDEROATH,Rockfest,328,275,53,0,16 of 37
17,34,29,BLACK STONE CHERRY,NERVOUS,Mascot,326,287,39,1,18 of 37
21,26,30,COREY TAYLOR,BEYOND,BMG,321,402,-81,0,19 of 37
4,31,31,MOTIONLESS IN WHITE,SIGN OF LIFE,Roadrunner/3ee,320,308,12,0,21 of 37
5,30,32,TIM MONTANA,DEVIL YOU KNOW,BBR/BMG,319,318,1,1,20 of 37
5,32,33,ROYAL BLOOD,PULL ME THROUGH,Warner,316,308,8,0,21 of 37
2,40,34,MADAME MAYHEM,GET IT RIGHT,Headball,307,256,51,0,20 of 37
6,35,35,EDGE OF PARADISE,HOLOGRAM,Frontiers,277,278,-1,0,15 of 37
2,42,36,DARK REMEDY,POSSESSION,Von Artists LTD,265,207,58,1,16 of 37
8,39,37,COLDWARDS,BAD NEWS,Wake Up! Music Rocks,257,259,-2,0,17 of 37
4,41,38,BLACKLIST UNION,KEYS TO THE KINGDOM,BLU,254,230,24,0,15 of 37
3,38,39,PUDDLE OF MUDD,CASH & COBAIN,Pavement,251,260,-9,0,20 of 37
2,48,40,ART OF ANARCHY,VILIFIED,Pavement,219,186,33,0,15 of 37
11,44,41,THE STRUTS,TOO GOOD AT RAISING HELL,Big Machine,215,201,14,0,17 of 37
2,43,42,ANY GIVEN SIN,DYNAMITE,Mascot/MLG,214,206,8,1,13 of 37
2,49,43,ATREYU,GONE,Spinefarm/Land Shark,212,186,26,0,19 of 37
31,37,44,JELLY ROLL,NEED A FAVOR (ROCK VERSION),Stoney Creek/BMG,209,273,-64,0,12 of 37
2,50,45,THE BITES,KNOCKIN' ON THE DOOR,Earache,208,179,29,0,16 of 37
11,47,46,IN THIS MOMENT,THE PURGE,BMG,193,194,-1,0,17 of 37
28,45,47,AYRON JONES,BLOOD IN THE WATER,Big Machine/John Varvatos,190,200,-10,0,10 of 37
1,65,48,SEVENTH DAY SLUMBER,FEASTING ON VULTURES FT. KELLIN QUINN,Rockfest,188,120,68,2,16 of 37
1,52,49,WESTCREEK,LET ME BLEED,Wake Up! Music Rocks,185,168,17,0,12 of 37
1,63,50,NICKELBACK,SKINNY LITTLE MISSY,BMG,184,124,60,2,15 of 37
1,53,51,LINES OF LOYALTY,MY ADDICTION,C3&B/CO5,180,166,14,0,11 of 37
5,51,52,SAVING ABEL,FIRE,Motor/CO5,180,178,2,0,17 of 37
5,46,53,EVA UNDER FIRE,UNSTOPPABLE FT. CORY MARKS,Better Noise,177,196,-19,0,9 of 37
-,54,54,AVENGED SEVENFOLD,MATTEL,Warner,174,153,21,1,15 of 37
-,59,55,OF MICE & MEN,CASTAWAY,SharpTone/Land Shark,157,128,29,1,12 of 37
-,58,56,AUSTIN MEADE,BLACKOUT,Shelter,155,132,23,1,12 of 37
38,62,57,AVATAR,THE DIRT I'M BURIED IN,G&G,152,125,27,0,8 of 37
1,56,58,SHAYLEN & AUSTIN JOHN WINKLER,LIPS OF AN ANGEL 2,Two Hats,142,149,-7,0,13 of 37
-,71,59,FRANK PALANGI,DYNAMITE,Curtain Call,141,101,40,1,13 of 37
-,-,60,POINT NORTH,BELOW THE BELT (FT. SET IT OFF),Hopeless,131,0,131,17,15 of 37
11,10,61,NOVA SONS,PSYCHOPATH,Emberstone & Raye,130,562,-432,0,15 of 37
22,60,62,DISTURBED,UNSTOPPABLE,Warner,127,127,0,0,7 of 37
