"WKS ON","LW POS","TW POS","ARTIST","TITLE","LABEL","TW SPIN","LW SPIN","(+/-)","ADDS","STATIONS ON"
"9","1","1","SEETHER","JUDAS MIND","Concord","837","788","49","0","30 of 37"
"12","3","2","HALESTORM & I PREVAIL","CAN YOU SEE ME IN THE DARK?","Atlantic","743","757","-14","0","26 of 37"
"17","5","3","SHALLOW SIDE","FILTERS","Thermal","709","720","-11","0","27 of 37"
"13","2","4","THE OFFSPRING","MAKE IT ALL RIGHT","Concord","648","772","-124","0","29 of 37"
"13","7","5","BRING ME THE HORIZON","TOP 10 STATUES THAT CRIED BLOOD","Columbia","619","625","-6","0","27 of 37"
"13","4","6","FALLING IN REVERSE & JELLY ROLL","ALL MY LIFE","Epitaph","602","750","-148","0","25 of 37"
"24","6","7","DAUGHTRY","PIECES","Big Machine","600","711","-111","0","26 of 37"
"4","12","8","POP EVIL","WHAT REMAINS","MNRK Heavy/G&G","580","517","63","0","29 of 37"
"12","10","9","A DAY TO REMEMBER","FEEDBACK","Fueled By Ramen/3eE","580","569","11","0","27 of 37"
"18","11","10","BLACK VEIL BRIDES","BLEEDERS","Spinefarm/Land Shark","552","532","20","0","25 of 37"
"9","13","11","THE FUNERAL PORTRAIT","SUFFOCATE CITY","Better Noise","510","514","-4","1","20 of 37"
"10","16","12","MESSER","FIND OUT","Maddpants/ONErpm/FM","507","474","33","0","22 of 37"
"6","15","13","DOROTHY","MUD","Roc Nation","502","485","17","1","23 of 37"
"23","8","14","WAGE WAR","MAGNETIC","Fearless/Concord","491","581","-90","0","22 of 37"
"11","19","15","BLACKLIST UNION","HORNS AND HALOS","BLU","446","418","28","0","21 of 37"
"10","17","16","THE ALMAS","LIFELINE","Wake Up! Music Rocks","428","437","-9","0","14 of 37"
"6","24","17","AMERICAN PROGRESS","OUTLAW","Independent","407","350","57","0","15 of 37"
"9","14","18","VENREZ","CROSSED THE LINE","Wake Up! Music Rocks","393","512","-119","0","17 of 37"
"10","20","19","MYLES KENNEDY","SAY WHAT YOU WILL","Napalm","389","405","-16","0","21 of 37"
"7","9","20","EMPIIRES","NEVER ENOUGH","TLG/ZOID/Virgin","385","569","-184","0","17 of 37"
"10","18","21","STRIPPING THE PISTOL","HOPE","TLG/ZOID/Virgin","378","422","-44","0","16 of 37"
"5","25","22","FINGER ELEVEN","ADRENALINE","Better Noise","368","350","18","1","21 of 37"
"6","21","23","JERRY CANTRELL","VILIFIED","Double J","367","389","-22","0","20 of 37"
"4","26","24","SMASHING PUMPKINS","SIGHOMMI","Thirty Tigers","366","332","34","2","21 of 37"
"17","22","25","TIM MONTANA","SAVAGE","Music Knox/BBR/BMG","347","372","-25","0","16 of 37"
"2","35","26","NOTHING MORE","ANGEL SONG (FT. DAVID DRAIMAN)","Better Noise","340","231","109","3","19 of 37"
"5","29","27","BADFLOWER","DETROIT","Big Machine","308","307","1","0","17 of 37"
"8","28","28","HARDY","PSYCHO","Big Loud Rock/Big Loud","305","312","-7","1","21 of 37"
"8","27","29","DIRTY HONEY","DON'T PUT OUT THE FIRE","Dirt","299","316","-17","0","16 of 37"
"5","32","30","FLAT BLACK","A BIT OF LIGHTNING","Concord","274","267","7","1","18 of 37"
"6","30","31","SCOTT STAPP","BLACK BUTTERFLY","Napalm","267","270","-3","0","17 of 37"
"2","48","32","HEARTS & HAND GRENADES","BREATHE INTO ME","Independent","266","175","91","1","16 of 37"
"2","40","33","JELLY ROLL","LIAR","BMG","265","211","54","2","19 of 37"
"3","39","34","WOLVES OF TOMORROW","RAVENS TEARS","Independent","246","214","32","0","16 of 37"
"1","57","35","SLEEP THEORY","STUCK IN MY HEAD","Epitaph","230","162","68","3","22 of 37"
"1","65","36","SHIM","STING LIKE A BITCH","Curtain Call","225","131","94","2","17 of 37"
"29","31","37","SLEEP THEORY","FALLOUT","Epitaph","219","268","-49","0","12 of 37"
"17","36","38","ABOVE SNAKES","RIDE AND DIE","Independent","218","231","-13","0","13 of 37"
"3","46","39","ALBORN","A LITTLE LESS THAN EXPECTED","ONErpm","213","182","31","1","16 of 37"
"19","33","40","STAIND","BETTER DAYS","Alchemy/CO5","210","263","-53","0","11 of 37"
"1","61","41","CALL ME KARIZMA","MADHOUSE","Gloomy Culture/BHMM","207","145","62","0","17 of 37"
