"WKS ON","LW POS","TW POS","ARTIST","TITLE","LABEL","TW SPIN","LW SPIN","(+/-)","ADDS","STATIONS ON"
"22","1","1","POP EVIL","PARANOID (CRASH & BURN)","Pop Evil/MNRK HEAVY/G&G","1025","1017","8","0","32 of 38"
"9","2","2","LINKIN PARK","LOST","Warner","965","966","-1","0","30 of 38"
"12","3","3","SHINEDOWN","DEAD DON'T DIE","Atlantic","888","890","-2","0","31 of 38"
"6","4","4","GODSMACK","SOUL ON FIRE","BMG","813","816","-3","0","30 of 38"
"10","5","5","PAPA ROACH","CUT THE LINE","New Noize/ADA","782","755","27","0","30 of 38"
"4","8","6","AVENGED SEVENFOLD","NOBODY","Warner","729","668","61","2","32 of 38"
"12","6","7","DAUGHTRY","SEPARATE WAYS (WORLDS APART) FT. LZZY HALE","Dogtree/Big Machine","724","743","-19","0","29 of 38"
"19","7","8","HARDY","JACK","Big Loud Rock","638","676","-38","0","25 of 38"
"12","9","9","I PREVAIL","DEEP END","Concord","611","608","3","2","27 of 38"
"11","11","10","SALIVA","HIGH ON ME","Megaforce/FM","568","557","11","0","26 of 38"
"6","17","11","ALBORN","PUSH","Pavement","542","450","92","0","21 of 38"
"6","14","12","THE HU","THIS IS MONGOL","Better Noise","540","513","27","0","28 of 38"
"13","12","13","PISTOLS AT DAWN","UNDER THE SURFACE","CO5/Megaforce","535","543","-8","0","24 of 38"
"16","10","14","MOTIONLESS IN WHITE","WEREWOLF","Roadrunner/EMG","520","566","-46","0","24 of 38"
"11","13","15","UNCURED","LET'S BREAK OUT","Pavement","513","523","-10","0","17 of 38"
"9","15","16","FALLING IN REVERSE","WATCH THE WORLD BURN","Epitaph","498","492","6","0","27 of 38"
"8","19","17","WORLD GONE COLD","OPPOSITES ATTRACT","RockFest","491","436","55","0","18 of 38"
"2","50","18","METALLICA","72 SEASONS","Blackened/Q Prime","475","193","282","4","27 of 38"
"7","20","19","SEVENTH DAY SLUMBER","SURVIVING THE WASTELAND","Rockfest","456","419","37","0","18 of 38"
"2","24","20","MAMMOTH WVH","ANOTHER CELEBRATION AT THE END OF THE WORLD","BMG","443","390","53","1","27 of 38"
"13","18","21","AVATAR","THE DIRT I'M BURIED IN","G&G","425","439","-14","0","24 of 38"
"7","23","22","OZZY OSBOURNE","A THOUSAND SHADES FT. JEFF BECK","Epic","399","393","6","0","22 of 38"
"8","21","23","MUSE","KILL OR BE KILLED","Warner","386","401","-15","0","25 of 38"
"5","29","24","BLACK SATELLITE","BROKEN","Curtain Call","379","326","53","0","17 of 38"
"4","28","25","JELLY ROLL","NEED A FAVOR (ROCK VERSION)","Stoney Creek/BMG","360","330","30","0","22 of 38"
"4","32","26","THE LOYAL ORDER","LAST WORDS","Bühner Media","349","308","41","0","16 of 38"
"5","35","27","BLACKLIST UNION","THE QUEEN OF EVERYTHING","BLU Records","348","295","53","0","16 of 38"
"8","27","28","NONPOINT","HEARTLESS","361 Degrees","335","334","1","0","22 of 38"
"10","34","29","SAINT ASONIA","DEVASTATE","Spinefarm","318","303","15","0","20 of 38"
"13","31","30","ALTER BRIDGE","HOLIDAY","Napalm/CO5","299","319","-20","0","18 of 38"
"5","36","31","OTHERWISE","FULL DISCLOSURE","Mascot","289","277","12","1","15 of 38"
"3","39","32","WRITTEN BY WOLVES","GIVE 'EM HELL","Independent/Land Shark","288","250","38","0","18 of 38"
"30","30","33","BAD OMENS","JUST PRETEND","Sumerian","287","324","-37","0","13 of 38"
"26","26","34","THREE DAYS GRACE","I AM THE WEAPON","RCA","286","345","-59","0","13 of 38"
"2","46","35","FROM ASHES TO NEW","HATE ME TOO","Better Noise","281","205","76","3","21 of 38"
"17","33","36","METALLICA","LUX ÆTERNA","Q Prime/Blackened","280","305","-25","0","15 of 38"
"19","22","37","DISTURBED","BAD MAN","Warner","268","394","-126","0","18 of 38"
"2","40","38","SONS ON FIRE","COLLAPSE","Curtain Call","267","238","29","1","18 of 38"
"12","37","39","PARKWAY DRIVE","IMPERIAL HERETIC","Epitaph","251","270","-19","0","17 of 38"
"1","51","40","AYRON JONES","BLOOD IN THE WATER","Big Machine/John Varvatos","240","193","47","6","19 of 38"
"3","43","41","KENNY DUBMAN","YOU BELONG","Emberstone & Raye","237","213","24","0","13 of 38"
"10","42","42","SKILLET","PSYCHO IN MY HEAD","Atlantic","233","217","16","0","15 of 38"
"25","38","43","BLACK VEIL BRIDES","SAVIOUR II","Sumerian","229","263","-34","0","17 of 38"
"2","44","44","CITIZEN SOLDIER & ROYAL BLISS","THROUGH HELL","Citizen Soldier/Air Castle","226","211","15","0","16 of 38"
"1","52","45","ATREYU","WATCH ME BURN","Spinefarm/Land Shark","225","174","51","1","17 of 38"
"1","62","46","SMASH INTO PIECES","SIX FEET UNDER","Smash Into Pieces/Land Shark","222","152","70","0","17 of 38"
"4","45","47","RISE AMONG RIVALS","CONVICTIONS","Independent","213","208","5","1","14 of 38"
"1","53","48","DEFIANT","IGNITE THE SKY","Curtain Call","210","171","39","0","16 of 38"
"5","41","49","HIGHLY SUSPECT","ICE COLD","Elektra/300","208","232","-24","0","18 of 38"
"1","72","50","SMASHING PUMPKINS","EMPIRES","Martha's Music/Thirty Tigers","187","112","75","1","16 of 38"
"-","56","51","FALL OUT BOY","LOVE FROM THE OTHER SIDE","Fueled By Ramen/Elektra","172","160","12","0","11 of 38"
"16","48","52","GIOVANNIE AND THE HIRED GUNS","OVERRATED","Warner","169","200","-31","0","14 of 38"
"-","54","53","NICKELBACK","THOSE DAYS","BMG","168","167","1","1","14 of 38"
"-","60","54","STRETCH","FLAVORTOWN FT. BLACK OXYGEN","Curtain Call","163","155","8","0","12 of 38"
