"WKS ON","LW POS","TW POS","ARTIST","TITLE","LABEL","TW SPIN","LW SPIN","(+/-)","ADDS","STATIONS ON"
"14","1","1","STAIND","LOWEST IN ME","Alchemy","906","840","66","0","31 of 38"
"19","2","2","AVENGED SEVENFOLD","NOBODY","Warner","757","724","33","0","29 of 38"
"17","3","3","MAMMOTH WVH","ANOTHER CELEBRATION AT THE END OF THE WORLD","BMG","742","724","18","0","33 of 38"
"14","5","4","DISTURBED","UNSTOPPABLE","Warner","724","669","55","0","30 of 38"
"28","4","5","AVATAR","THE DIRT I'M BURIED IN","G&G","706","670","36","0","27 of 38"
"16","6","6","AYRON JONES","BLOOD IN THE WATER","Big Machine/John Varvatos","704","657","47","0","31 of 38"
"9","8","7","COREY TAYLOR","BEYOND","BMG","688","598","90","0","32 of 38"
"27","10","8","I PREVAIL","DEEP END","Concord","660","534","126","0","25 of 38"
"19","7","9","JELLY ROLL","NEED A FAVOR (ROCK VERSION)","Stoney Creek/BMG","643","603","40","0","27 of 38"
"17","9","10","METALLICA","72 SEASONS","Blackened/Q Prime","584","603","-19","0","25 of 38"
"9","15","11","SEVENDUST","EVERYTHING","Napalm","573","512","61","0","31 of 38"
"12","12","12","POINT NORTH","SAFE AND SOUND","Hopeless","569","556","13","0","28 of 38"
"14","11","13","FOO FIGHTERS","RESCUED","RCA","566","547","19","0","24 of 38"
"11","14","14","BUSH","ALL THINGS MUST CHANGE","BMG","556","497","59","0","32 of 38"
"14","13","15","GHOST","JESUS HE KNOWS ME","Loma Vista/Concord","537","507","30","0","29 of 38"
"10","16","16","THE NOCTURNAL AFFAIR","IT'S NO GOOD","Madison","534","533","1","0","19 of 38"
"10","17","17","POP EVIL","SKELETONS","MNRK/G&G","513","485","28","0","29 of 38"
"16","18","18","ATREYU","WATCH ME BURN","Spinefarm/Land Shark","502","500","2","0","26 of 38"
"9","19","19","BLACKLIST UNION","LETTERS FROM THE PSYCH WARD","BLU","497","496","1","0","15 of 38"
"7","21","20","SCOTT PLANTE","BURNER","Independent","439","439","0","0","16 of 38"
"13","22","21","SHALLOW SIDE","YOU'RE THE REASON","Thermal","431","430","1","0","21 of 38"
"8","24","22","BAD OMENS","THE DEATH OF PEACE OF MIND","Sumerian","430","389","41","1","24 of 38"
"6","23","23","WRITTEN BY WOLVES","MISERY","Independent/Land Shark","419","418","1","0","20 of 38"
"6","25","24","NITA STRAUSS","VICTORIOUS (FT. DOROTHY)","Sumerian","416","375","41","0","24 of 38"
"17","20","25","FROM ASHES TO NEW","HATE ME TOO","Better Noise","409","456","-47","0","22 of 38"
"10","27","26","PLUSH","LEFT BEHIND","Pavement","391","376","15","0","23 of 38"
"6","26","27","SLEEP THEORY","NUMB","Epitaph","390","386","4","1","22 of 38"
"4","31","28","ASKING ALEXANDRIA","PSYCHO","Better Noise","375","322","53","1","25 of 38"
"6","28","29","EMPIIRES","WRAPPED AROUND YOUR FINGER","TLG/INgrooves","362","367","-5","0","16 of 38"
"11","29","30","TOMMY VEXT","THE WAR YOU WANTED","One A/FM","358","366","-8","0","23 of 38"
